source_id,support summary,deny summary,query summary,comment summary
544271362022338560,,The flag of the Islamic Republic is not unique to the group.,,There is a terrorist attack on a building in London.
544272537341812736,There is a lot of violence in Syria.,The ISIS flag is not the same as the previous one.,The government has banned guns in Australia.,Sydney is being held up by ISIS.
544274544174071809,This picture is sad.,,,There was a terrorist attack in a cafe.
544274934835707905,There is a lot of news on the news.,,There is a terrorist attack in Australia.,There is a terrorist attack on a BBC news station.
544277117039837184,Sydney is under attack from the Islamic State.,There is a problem with the way people are treated.,There is no God in the world.,There is a lot of hate towards Islam.
544277860555710464,,Srry the whole holding the hostages.,,Kiyan is upset because he wants to kill himself.
544278335455776769,Sydney cafe is being held up by terrorists.,The flag of the Islamic Republic of Iran is not a flag.,How do you know if something is wrong?,There is a protest outside a cafe.
544278985249550337,,,The media is ignoring the news.,It's not working in the USA.
544282005941530624,,,,Hillary Clinton wants to kill all her friends.
544282227035869184,Gunmen take hostages at Sydney cafe.,PzFeed is not the same as it used to be.,,PzFeed wants to get rid of the fat.
544283772569788416,Siege in Sydney Cafe is happening.,,,There is a lot of bad news about the Siege in Sydney.
544287209730236416,Sydney Opera House is deserted.,,,The news is bad for the people of Hungary.
544288681021145090,Up to 20 people were held hostage in Sydney Lindt Cafe.,There is a lot to like about this article.,,There are 20 people held hostage in the cafe.
544289311504355328,,,,There is a lot of blame for this.
544289409294553088,Mr. Bolt is not happy with the way he is behaving.,,,She doesn't like the fact that her name is not on the list.
544289941996326912,,,,
544290258951892992,Sydney has been shut down by police.,,,The police are looking for a suspect.
544291804057960448,Sydney Siege is happening.,,,Sydney is under attack.
544291965513134080,,There is a lot to like about the movie.,,Sharri has sent a picture of a man with a gun.
544292129972170752,,Sydney has a problem with fake news.,"There is no such thing as a "" group"".",The message from J.Schoenberger is incorrect.
544292670336925696,,The cafe is not near the opera house,,There is a lot of bad news about the group.
544293753130082305,,The same man who kidnapped two people in Birmingham.,Rundfunk and other countries have killed more children than they have killed.,There is a man who threatens to kill the people of Sydney.
544294893146091520,There is a hostage situation in Sydney.,,There are threats at major public places over Christmas.,There is a terrorist attack in Sydney.
544297696308518912,Sydney is being held hostage.,,,It's cold in Sydney. Fox News is covering the story.
544301453717041152,,,,There is a security threat in Sydney.
544305540286148609,,,,The man who shot at DailyMailAU is a terrorist.
544305745416581120,,,,There is a hostage situation in Sydney.
544306402731507712,,,,Sydney needs help to create jobs.
544306719686656000,There is a lot of pressure on the US government to do something.,The news about the Normandy landing is interesting.,Sassafras is worried about the attack.,There is a problem with the way people are treated.
544309275141885952,There will be 50 hostages at the café.,The number of people who have been killed is around 500.,,Nijatk is worried about the safety of the hostages.
544310853613281281,The Sydney cafe siege may be part of a larger plot.,Sydney's website has been hacked.,,Sydney is disappointed with the news.
544314234541469696,There is a surge in Uber prices in Sydney.,There is no reason to worry about the security of your home.,There is a lot of traffic in downtown Sydney.,There is a hostage situation in Sydney.
544315472075042818,,,,Sydney has been evacuated because of a terrorist attack.
544319274072817664,A bit like Hadley.,Ray Hadley is the worst person in the country.,,He is being harassed by the media.
544319832486064128,There is a problem with the way the government treats people.,There is a political situation in Australia.,The situation in Sydney is politically motivated.,The news is bad.
544324444773433348,Uber has hiked prices in Sydney.,There is a problem with the price of Uber.,The driver can't get to the car.,Mashable is not happy with the prices they are paying.
544328894812549121,Aussie Sheeple wants to invade the middle east.,There is a fake news story about a suicide belt.,The Sydney state library has been evacuated.,Anonym Tipster has posted a fake news story on Twitter.
544329935943237632,The Uber driver is not paid for his work.,Uber is paying for rides.,Uber is paying for rides in Sydney.,Uber is giving away free rides to drivers.
544333764814323713,There is a lot of misunderstanding about what happened.,,There's a lot to like about this.,"The headband of Muhammad reads ""We are your soldiers""."
544350567183556608,,,The crisis is over.,
544350712365207552,Sydney's hostages are safe.,,,
544352727971954690,Two people were killed in a shooting at a café.,,There is a lot of corruption in the world.,There is a lot of money in the world.
544358533819420672,The hostages escaped the Sydney cafe where a siege remains ongoing.,The hostages escaped the Sydney cafe.,There are three hostages at the cafe.,Gurmeetramrahim will save all the homes in Sydney and turn them right.
544358564484378624,,,,
544367462012432384,The baddies don't have social media and they're gonna start locking the side doors.,,Sydney police are looking for 3 people who escaped from a cafe.,The hostages are safe.
544374511194632192,The hostages have been released.,,,The problem is that they don't know how to solve the problem.
544380742076088320,,,,There is a photo of a woman who has been taken by the police.
544381485591982083,Troy Bramston sent a video to Channel Ten News.,Troy sent a photo of himself with a gun.,,Troy has sent a message to the media.
544382892378714113,The following is a summary of the events that took place today.,,Gelukkir is hosting a party.,BuzzFeed News shares a photo of a young woman with her boyfriend.
544391176137089024,Sydney is hosting a meeting with the Australian PM.,,,The US government has sent a fake flag to Barack Obama.
544391533240516608,,,,5 hostages escaped the besieged Lindt Cafe.
544399927045283840,,,There is a problem with Muslims in the world.,The hostages are being evacuated from the cafe.
544462330105712640,The second suspect wasn't arrested.,Sydney airspace wasn't closed.,There is a lot of bad news about the situation.,Suthernx is impressed with Mr. Hadley's work.
544476808566276097,The Daily Mail is showing the videos.,,It's been a while since I've heard about Viktoria.,The man has a gun.
544491151118860289,,,,PzFeed has a lot of work to do.
544504183341064192,A woman was shot by a gunman.,,,Sydney has a problem with her boyfriend.
544510450101415936,There are several hostages in the cafe.,,,There are several people in a cafe under siege.
544511199702822913,,,Sydney is hosting a live stream.,Sydney police are investigating the use of live ammunition.
544512108885725184,There is a lot of bad news about the shooting of a Jew.,,There was a shooting at a party.,The gunman was shot in the head.
544512664769396736,The police are trying to break into the cafe.,,Matthias Meisner,The police are trying to break into the cafe.
544512676643500033,,,,The hostage was released on bail.
544512910538838016,,,The police are there.,The attack on the Sydney cafe is over.
544513524438155264,,,,
544514564407427072,,,,The terrorist got a bullet.
544514570367168512,Sydney is under siege.,,,There is a problem with the way the police treat people.
544515538383564801,Joyce has been accused of sexual assault.,,He is not a terrorist.,Dazm has been arrested for sexual assault.
544517264054423552,,,,Sydney Siege is over.
544518335019229184,At least two people have died in Sydney.,,,Sydney has lost 5 people.
544520042810200064,,,,There is a death in the family.
544520273718812672,There are 6 people injured in the attack.,There are 4 people injured.,No one has said anything about the shooting.,There are 3 people injured in the attack.
552783667052167168,,,There is a lot of hate in the world.,There were 10 people killed in the attack.
552785375161499649,,,,
552788945017516032,,,Mumbobee has a problem with the way he behaves.,There is a problem with the way people are treated in the UK.
552791196247269378,At least 10 people were killed in the shooting at Charlie Hebdo.,A person killed his own son.,,There is a lot of gun violence in France.
552791578893619200,There were 11 people killed in shooting at Paris offices of satirical magazine Charlie Hebdo.,Charlie is dead.,,There was a shooting at the Paris offices of satirical magazine Charlie Hebdo.
552792544132997121,,,Raja is in London.,Raja Chemayel is angry about the attack.
552792802309181440,Eleven people were killed in the Paris shooting.,,There is a problem with muslims.,There were 11 people killed in the attack.
552792913910833152,At least 11 people were killed in the shooting at Charlie Hebdo in Paris.,,,France is a very beautiful country.
552793679082311680,There were 11 people killed in the attack.,,,There is a photo of a journalist.
552802654641225728,There were 12 people killed in the attack.,,,Thei100's readers love Muslim multiculturalism.
552805488631758849,There were 12 people killed in today's attack.,Dalia doesn't want to be a victim of the media.,,There is a lot of hate towards Muslims in France.
552806309540528128,Colvinius and LePoint are celebrating the death of Charlie.,There is a lot of criticism about Martin.,,There is a lot of hate in the world.
552806757672964097,Charlie was killed in the attack.,There are 4 people in the US who want to kill each other.,,The following is a list of things to watch for.
552810448324943872,,The fact that the US is invading Iraq shows how much violence there is.,,There is a lot of violence in Syria.
552811386259386370,There were 12 people killed in the attack.,The French knew how to use a gun.,,There were 12 people killed in the Paris attack.
552814494381256704,Charlie Hebdo was killed in an attack.,Sputnik shares a picture of Rick Mercer.,,Sputnik's editor-in-chief was killed in an attack.
552816020403269632,,,,Mjrharris believes that terrorists seek inspiration in their acts.
552821069036670976,Charlie has been killed.,,,Charlie was killed by a group of men.
552832817089236992,,,,A man was shot dead by a police officer.
552833028201144320,,,,There is a lot of violence in Syria.
552834961762709505,,,,Gargi Rawat has sent a message to the media.
552848620375261184,The gunmen who killed Charlie Hebdo are members of al-Qaida.,,The terrorist group is funded by the US government.,The President of the United States is angry about the attack.
552978099357237248,The following is a photo of Banksy.,,,It's a beautiful day.
552978184413921281,Banksy's take,,,
552982613288157184,,,,Banksy says JeSuis Charlie in a beautiful way
552984502063337472,,,,
552996335319007233,Mama will give Obama a hug.,,,Mama4Obama is angry at the Muslims.
553107921081749504,,TODAY's cartoonists are famous.,,There was an explosion in a restaurant.
553152395371630592,There is a lot of discussion about the topic.,,,Lucille Clerc shares a cartoon about Charlie.
553160652567498752,Suspects in the Paris terror attack were arrested.,,,There is a man who left his wallet at home.
553164985460068352,,,There is a problem with the way the Internet works.,Thelma and Louise are trying to kill each other.
553184482241814530,,,Julia has a lot of questions.,The police are looking for the missing person.
553197863971610624,I agree with him.,,It's a good idea.,The last person killed in Charlie Hebdo attacks was Muslim police officer.
553212962044149761,,,It's a stupid idea.,Melissa and her friends are going to kill themselves.
553221600955621376,,,,Armed has sent a letter to the editor.
553461741917863936,There is a lot of support for Syria.,,The shooting did not happen in paris,It's not a good idea to send a photo of a child.
553467311261503488,,,,There is a problem with the way the police treat people.
553470492565602305,,,I don't speak English.,It's too late.
553474188259102720,,,There is no reason why they didn't do something.,The attack on Charlie Hebdo was carried out by a group of thugs.
553476490315431937,,,,The ambulance is in the convoy.
553476880339599360,,The police are looking for a suspect.,,
553478289474740224,Sniper killed in North-East of Paris,,,France will stop arming and funding terrorists.
553480082996879360,,,,There are reports of a terrorist attack in France.
553486439129038848,,There is a UFO in the sky.,,France has closed Charles de Gaulle airport because of a terrorist attack.
553489393202499584,The suspects are in a hostage situation.,,,There is a lot of violence in Syria.
553501357156876290,,The suspects are going to be arrested.,,There are some people who want to kill people but they don't want to.
553503184174710784,The suspects told police they are prepared to die as martyrs.,The dogs will not die as they are.,,The dogs are killing each other.
553505242554175489,It's a good time to celebrate.,,I am in Australia.,The suspects in the attack want to kill people.
553506608203169792,The BBC is breaking news.,,,Aldi has a lot of bargains.
553508098825261056,The same Islamic Terrorists @NBCNews have surrounded this building.,The French don't treat prisoners as well as they should.,,It's time to kill the terrorists.
553512735192141826,,,,There is no mention of the shooter.
553518472798683136,The French terror suspects want to be martyrs.,,,The French government wants to kill the terrorists.
553531413459660800,,,There was a shooting at a kosher deli.,There is a problem with the way the police are handling the situation.
553534838880608256,,,,There are 5 hostages in Paris.
553535829017370625,,,,There are at least five hostages in Paris.
553538058440941568,There was a shooting at a Paris market.,,,There was a shooting at a kosher market in Paris.
553543369604210689,An 11-month-old baby is among the hostages at the Kosher supermarket.,,The pause button is broken.,There is a lot of sadness in the world.
553544252563935234,At least 2 people were killed in the Paris hostage situation.,,,There is a terrorist attack in Paris.
553544694765215745,France's police publish photos of suspects in Montrouge shooting.,,,
553548567420628992,Shiraz has confirmed the connection.,,There is a lot of information about the case.,There is a lot of tension between the two parties.
553549686129561600,Gunman at a kosher grocery store threatens to kill the hostages.,,,There is a terrorist attack in France.
553550301886955520,One person was taken hostage in a supermarket in Syria.,,,There are at least two dead in East Paris.
553553288625672192,,,The terrorist who killed 12 people in Paris is not the one who killed them.,There is a terrorist attack in Paris.
553558982476828674,,,,It's been a long time since I've seen anything like this.
553561170637238272,Police order all shops closed in famed Jewish neighborhood in central Paris far from attacks.,,The police have ordered all shops in the neighborhood closed.,The police order all shops in Paris far from attacks.
553566026030272512,There are two terrorist attacks in France.,,,ABC wants to arrest all the hostage takers.
553575232867672064,The gunman is threatening to kill hostages.,France has become too liberal with the security agencies.,,NATO is financing terror in Afghanistan.
553576010898497536,Gunman at Paris store threatens to kill hostages if they are harmed.,The suspect threatens to kill the hostages.,,A gunman at a Paris store threatens to kill the hostages.
553579224402235393,Kouachis demands the release of his documents.,,,There is a hostage situation in France.
553586860334010368,Kay sent me the best news she could find.,,There is no evidence that the hostage was killed.,There is a lot of bad news for Kayburley.
553586897168392192,The police have killed two people.,,,There is a lot of bad news about the situation in France.
553587013409325058,Charlie Hebdo gunmen have been freed and are safe.,The suspect has been released.,Fridh will give an insight into the attack.,Charlie Hebdo's hostage has been freed and is safe.
553587303172833280,The police are taking people out of the apartment where they are being held.,The police are taking people out of a Paris grocery.,,There are 6 people killed in the attack.
553587672137334785,Charlie has been killed.,,,The gunmen have been killed.
553588178687655936,Huffington Post is a good news story.,,The police are investigating the death of two people.,There was no response from the government to the killing of Charlie.
553589051044151296,,,,There were several hostages freed at Jewish supermarket in Paris.
553590459688570880,Several hostages were freed at Jewish supermarket in Paris.,,,The people who were arrested are now free.
553590835850514433,A man was killed in a supermarket attack.,It's not just about the weather. It's about the people.,There is a man who is wanted by police.,The hostage-taker was killed in a supermarket siege.
576276947648405505,The Kremlin wants to overthrow Putin.,Ramzan Kadyrov is a Sunni Muslim Russian and Chechen Ultranationalist.,,
576319832800555008,,,,Mr. Putin is a good president.
576323086888361984,Darth doesn't believe the story.,,,
576513463738109954,,,,MailOnline is selling inbetweeners for $URL.
576755174531862529,,Russian President Vladimir Putin sent a message to the media.,,
576796432730071040,There is a problem with the way the user handles the news.,,,Putin died during a military coup.
576812998418939904,Mazaltov has a baby.,,,Scoff has a lot of work to do.
576829262927413248,,,,There is a problem with Russian politics.
577258317942149120,,,,Pat Ondabak is angry with the US government.
580319078155468800,Germanwings Airbus A320 crashes near Digne.,Germanwings Airbus A320 crashes in French Alps near Digne.,,A plane crashed in the French Alps.
580319184652890113,AlArabiya,,The passengers were on their own.,A plane crashed in the southern French Alps.
580320684305416192,,,,It's the first time I've seen the news.
580321156508577792,,,,
580322453928431617,,,,
580323060533764097,,,,
580324027715063808,,,,A Germanwings plane crashed in southern France.
580325090367315968,,I don't know what to say.,"The plane is flying at 38,000 feet.",The flight was delayed by about 25 minutes.
580326222107951104,There is a tragedy for the families of the passengers.,,There is no way to know how many people are in the world.,There was a terrorist attack on Ulrich.
580331561398108160,,,,There is a call for help in French.
580332109782466561,There is no turn to avoid terrain.,,,The plane has crashed.
580333763512705025,Debris from Germanwings crashed in the Alps.,,,The Airbus A320 crashed in the French Alps.
580333909008871424,A plane crashed in France.,,,I am flying with @germanwings in 2 weeks.
