source_id,cluster_id,tweet_ids,centroid
524975705206304769,0,"524975705206304769_8,524975705206304769_6,524975705206304769_4",524975705206304769_4
524975705206304769,1,"524975705206304769_2,524975705206304769_3,524975705206304769_5",524975705206304769_3
524975705206304769,2,"524975705206304769_8,524975705206304769_4,524975705206304769_7",524975705206304769_7
524980744658382848,0,"524980744658382848_2,524980744658382848_1",524980744658382848_2
524980744658382848,1,"524980744658382848_1,524980744658382848_2",524980744658382848_2
524980744658382848,2,"524980744658382848_4,524980744658382848_3",524980744658382848_3
524995771587108864,0,524995771587108864_2,524995771587108864_2
524995771587108864,1,524995771587108864_1,524995771587108864_1
524995771587108864,2,524995771587108864_2,524995771587108864_2
525019752507658240,0,"525019752507658240_9,525019752507658240_11,525019752507658240_12,525019752507658240_10",525019752507658240_11
525019752507658240,1,"525019752507658240_9,525019752507658240_11,525019752507658240_12,525019752507658240_2",525019752507658240_2
525019752507658240,2,"525019752507658240_7,525019752507658240_6,525019752507658240_3,525019752507658240_5",525019752507658240_6
525023025792835585,0,"525023025792835585_2,525023025792835585_3",525023025792835585_2
525023025792835585,1,"525023025792835585_5,525023025792835585_1",525023025792835585_1
525023025792835585,2,"525023025792835585_5,525023025792835585_4",525023025792835585_4
525025279803424768,0,"525025279803424768_4,525025279803424768_5",525025279803424768_4
525025279803424768,1,"525025279803424768_1,525025279803424768_6",525025279803424768_6
525025279803424768,2,"525025279803424768_4,525025279803424768_2",525025279803424768_2
525025463648137216,0,"525025463648137216_5,525025463648137216_1",525025463648137216_1
525025463648137216,1,"525025463648137216_4,525025463648137216_5",525025463648137216_4
525025463648137216,2,"525025463648137216_2,525025463648137216_3",525025463648137216_3
525049639016615937,0,525049639016615937_1,525049639016615937_1
525049639016615937,1,525049639016615937_1,525049639016615937_1
525049639016615937,2,525049639016615937_1,525049639016615937_1
525056576038518785,0,"525056576038518785_1,525056576038518785_6,525056576038518785_5",525056576038518785_6
525056576038518785,1,"525056576038518785_1,525056576038518785_5,525056576038518785_7",525056576038518785_7
525056576038518785,2,"525056576038518785_3,525056576038518785_6,525056576038518785_4",525056576038518785_4
525058976376193024,0,525058976376193024_2,525058976376193024_2
525058976376193024,1,525058976376193024_3,525058976376193024_3
525058976376193024,2,525058976376193024_2,525058976376193024_2
525060425184858112,0,"525060425184858112_5,525060425184858112_8,525060425184858112_9,525060425184858112_7",525060425184858112_5
525060425184858112,1,"525060425184858112_3,525060425184858112_4,525060425184858112_2,525060425184858112_12",525060425184858112_12
525060425184858112,2,"525060425184858112_4,525060425184858112_3,525060425184858112_2,525060425184858112_12",525060425184858112_12
544268732046913536,0,"544268732046913536_2,544268732046913536_6",544268732046913536_6
544268732046913536,1,"544268732046913536_5,544268732046913536_3",544268732046913536_3
544268732046913536,2,"544268732046913536_2,544268732046913536_6",544268732046913536_6
544269749405097984,0,"544269749405097984_1,544269749405097984_6,544269749405097984_2",544269749405097984_6
544269749405097984,1,"544269749405097984_5,544269749405097984_3,544269749405097984_7",544269749405097984_7
544269749405097984,2,"544269749405097984_5,544269749405097984_3,544269749405097984_7",544269749405097984_7
544271284796784640,0,544271284796784640_1,544271284796784640_1
544271284796784640,1,544271284796784640_1,544271284796784640_1
544271284796784640,2,544271284796784640_2,544271284796784640_2
544271362022338560,0,544271362022338560_1,544271362022338560_1
544271362022338560,1,544271362022338560_2,544271362022338560_2
544271362022338560,2,544271362022338560_2,544271362022338560_2
544274934835707905,0,"544274934835707905_4,544274934835707905_3",544274934835707905_3
544274934835707905,1,"544274934835707905_2,544274934835707905_1",544274934835707905_1
544274934835707905,2,"544274934835707905_1,544274934835707905_3",544274934835707905_3
544277117039837184,0,"544277117039837184_3,544277117039837184_5,544277117039837184_2",544277117039837184_3
544277117039837184,1,"544277117039837184_3,544277117039837184_7,544277117039837184_9",544277117039837184_9
544277117039837184,2,"544277117039837184_1,544277117039837184_4,544277117039837184_8",544277117039837184_1
544278335455776769,0,"544278335455776769_9,544278335455776769_4,544278335455776769_1,544278335455776769_8,544278335455776769_13",544278335455776769_1
544278335455776769,1,"544278335455776769_2,544278335455776769_14,544278335455776769_3,544278335455776769_11,544278335455776769_6",544278335455776769_6
544278335455776769,2,"544278335455776769_3,544278335455776769_11,544278335455776769_14,544278335455776769_2,544278335455776769_7",544278335455776769_7
544278985249550337,0,"544278985249550337_3,544278985249550337_10,544278985249550337_2,544278985249550337_11,544278985249550337_13",544278985249550337_3
544278985249550337,1,"544278985249550337_14,544278985249550337_6,544278985249550337_7,544278985249550337_9,544278985249550337_4",544278985249550337_14
544278985249550337,2,"544278985249550337_3,544278985249550337_12,544278985249550337_10,544278985249550337_11,544278985249550337_2",544278985249550337_3
544282005941530624,0,"544282005941530624_4,544282005941530624_1",544282005941530624_4
544282005941530624,1,"544282005941530624_2,544282005941530624_1",544282005941530624_1
544282005941530624,2,"544282005941530624_3,544282005941530624_4",544282005941530624_4
544282227035869184,0,"544282227035869184_2,544282227035869184_5,544282227035869184_1",544282227035869184_1
544282227035869184,1,"544282227035869184_1,544282227035869184_2,544282227035869184_5",544282227035869184_5
544282227035869184,2,"544282227035869184_8,544282227035869184_4,544282227035869184_3",544282227035869184_3
544283772569788416,0,"544283772569788416_12,544283772569788416_6,544283772569788416_10,544283772569788416_11",544283772569788416_10
544283772569788416,1,"544283772569788416_7,544283772569788416_2,544283772569788416_9,544283772569788416_8",544283772569788416_8
544283772569788416,2,"544283772569788416_7,544283772569788416_1,544283772569788416_12,544283772569788416_3",544283772569788416_7
544289409294553088,0,"544289409294553088_4,544289409294553088_3",544289409294553088_4
544289409294553088,1,"544289409294553088_3,544289409294553088_1",544289409294553088_3
544289409294553088,2,"544289409294553088_5,544289409294553088_4",544289409294553088_4
544289941996326912,0,544289941996326912_1,544289941996326912_1
544289941996326912,1,544289941996326912_2,544289941996326912_2
544289941996326912,2,544289941996326912_1,544289941996326912_1
544290258951892992,0,"544290258951892992_2,544290258951892992_1",544290258951892992_1
544290258951892992,1,"544290258951892992_1,544290258951892992_4",544290258951892992_1
544290258951892992,2,"544290258951892992_5,544290258951892992_6",544290258951892992_6
544291804057960448,0,"544291804057960448_3,544291804057960448_4",544291804057960448_4
544291804057960448,1,"544291804057960448_1,544291804057960448_4",544291804057960448_1
544291804057960448,2,"544291804057960448_3,544291804057960448_4",544291804057960448_4
544291965513134080,0,"544291965513134080_10,544291965513134080_7,544291965513134080_14,544291965513134080_4,544291965513134080_15",544291965513134080_7
544291965513134080,1,"544291965513134080_1,544291965513134080_6,544291965513134080_2,544291965513134080_12,544291965513134080_8",544291965513134080_6
544291965513134080,2,"544291965513134080_10,544291965513134080_7,544291965513134080_14,544291965513134080_4,544291965513134080_13",544291965513134080_7
544301453717041152,0,"544301453717041152_5,544301453717041152_2,544301453717041152_3",544301453717041152_3
544301453717041152,1,"544301453717041152_6,544301453717041152_8,544301453717041152_4",544301453717041152_4
544301453717041152,2,"544301453717041152_5,544301453717041152_2,544301453717041152_7",544301453717041152_7
544305540286148609,0,"544305540286148609_1,544305540286148609_2",544305540286148609_1
544305540286148609,1,"544305540286148609_5,544305540286148609_4",544305540286148609_4
544305540286148609,2,"544305540286148609_4,544305540286148609_5",544305540286148609_4
544314234541469696,0,"544314234541469696_12,544314234541469696_14,544314234541469696_7,544314234541469696_1,544314234541469696_3",544314234541469696_7
544314234541469696,1,"544314234541469696_9,544314234541469696_13,544314234541469696_2,544314234541469696_8,544314234541469696_5",544314234541469696_5
544314234541469696,2,"544314234541469696_8,544314234541469696_5,544314234541469696_4,544314234541469696_13,544314234541469696_6",544314234541469696_6
544319274072817664,0,"544319274072817664_1,544319274072817664_6,544319274072817664_4",544319274072817664_1
544319274072817664,1,"544319274072817664_1,544319274072817664_3,544319274072817664_6",544319274072817664_1
544319274072817664,2,"544319274072817664_2,544319274072817664_7,544319274072817664_8",544319274072817664_2
544319832486064128,0,"544319832486064128_3,544319832486064128_9,544319832486064128_2,544319832486064128_5",544319832486064128_5
544319832486064128,1,"544319832486064128_3,544319832486064128_10,544319832486064128_8,544319832486064128_4",544319832486064128_4
544319832486064128,2,"544319832486064128_11,544319832486064128_6,544319832486064128_1,544319832486064128_4",544319832486064128_11
544324444773433348,0,"544324444773433348_4,544324444773433348_3,544324444773433348_1,544324444773433348_2,544324444773433348_6",544324444773433348_4
544324444773433348,1,"544324444773433348_4,544324444773433348_1,544324444773433348_8,544324444773433348_2,544324444773433348_3",544324444773433348_4
544324444773433348,2,"544324444773433348_14,544324444773433348_10,544324444773433348_5,544324444773433348_7,544324444773433348_13",544324444773433348_10
544329935943237632,0,"544329935943237632_14,544329935943237632_15,544329935943237632_10,544329935943237632_12,544329935943237632_11,544329935943237632_6",544329935943237632_15
544329935943237632,1,"544329935943237632_7,544329935943237632_8,544329935943237632_9,544329935943237632_2,544329935943237632_13,544329935943237632_3",544329935943237632_7
544329935943237632,2,"544329935943237632_14,544329935943237632_15,544329935943237632_11,544329935943237632_12,544329935943237632_10,544329935943237632_6",544329935943237632_15
544350567183556608,0,544350567183556608_1,544350567183556608_1
544350567183556608,1,544350567183556608_2,544350567183556608_2
544350567183556608,2,544350567183556608_2,544350567183556608_2
544350712365207552,0,544350712365207552_2,544350712365207552_2
544350712365207552,1,544350712365207552_1,544350712365207552_1
544350712365207552,2,544350712365207552_1,544350712365207552_1
544352727971954690,0,544352727971954690_1,544352727971954690_1
544352727971954690,1,544352727971954690_1,544352727971954690_1
544352727971954690,2,544352727971954690_2,544352727971954690_2
544358533819420672,0,"544358533819420672_2,544358533819420672_4",544358533819420672_4
544358533819420672,1,"544358533819420672_1,544358533819420672_4",544358533819420672_4
544358533819420672,2,"544358533819420672_3,544358533819420672_1",544358533819420672_1
544358564484378624,0,544358564484378624_1,544358564484378624_1
544358564484378624,1,544358564484378624_2,544358564484378624_2
544358564484378624,2,544358564484378624_1,544358564484378624_1
544367462012432384,0,"544367462012432384_3,544367462012432384_1",544367462012432384_3
544367462012432384,1,"544367462012432384_2,544367462012432384_1",544367462012432384_2
544367462012432384,2,"544367462012432384_6,544367462012432384_5",544367462012432384_6
544374511194632192,0,"544374511194632192_3,544374511194632192_4",544374511194632192_4
544374511194632192,1,"544374511194632192_1,544374511194632192_2",544374511194632192_2
544374511194632192,2,"544374511194632192_3,544374511194632192_4",544374511194632192_4
544380742076088320,0,"544380742076088320_10,544380742076088320_8,544380742076088320_7,544380742076088320_3",544380742076088320_3
544380742076088320,1,"544380742076088320_10,544380742076088320_6,544380742076088320_9,544380742076088320_2",544380742076088320_2
544380742076088320,2,"544380742076088320_5,544380742076088320_1,544380742076088320_11,544380742076088320_4",544380742076088320_11
544381485591982083,0,"544381485591982083_1,544381485591982083_4",544381485591982083_4
544381485591982083,1,"544381485591982083_3,544381485591982083_6",544381485591982083_6
544381485591982083,2,"544381485591982083_3,544381485591982083_5",544381485591982083_5
544382892378714113,0,"544382892378714113_1,544382892378714113_4",544382892378714113_4
544382892378714113,1,"544382892378714113_2,544382892378714113_3",544382892378714113_3
544382892378714113,2,"544382892378714113_1,544382892378714113_4",544382892378714113_4
544391176137089024,0,"544391176137089024_6,544391176137089024_8,544391176137089024_3,544391176137089024_5",544391176137089024_8
544391176137089024,1,"544391176137089024_8,544391176137089024_4,544391176137089024_5,544391176137089024_3",544391176137089024_8
544391176137089024,2,"544391176137089024_10,544391176137089024_7,544391176137089024_2,544391176137089024_1",544391176137089024_2
544391533240516608,0,544391533240516608_2,544391533240516608_2
544391533240516608,1,544391533240516608_3,544391533240516608_3
544391533240516608,2,544391533240516608_3,544391533240516608_3
544399927045283840,0,"544399927045283840_12,544399927045283840_14,544399927045283840_15,544399927045283840_8,544399927045283840_6",544399927045283840_8
544399927045283840,1,"544399927045283840_15,544399927045283840_13,544399927045283840_14,544399927045283840_1,544399927045283840_11",544399927045283840_15
544399927045283840,2,"544399927045283840_7,544399927045283840_1,544399927045283840_3,544399927045283840_11,544399927045283840_10",544399927045283840_10
544476808566276097,0,"544476808566276097_11,544476808566276097_13,544476808566276097_3,544476808566276097_5,544476808566276097_12",544476808566276097_13
544476808566276097,1,"544476808566276097_11,544476808566276097_9,544476808566276097_5,544476808566276097_8,544476808566276097_1",544476808566276097_5
544476808566276097,2,"544476808566276097_6,544476808566276097_2,544476808566276097_4,544476808566276097_10,544476808566276097_8",544476808566276097_2
544491151118860289,0,544491151118860289_1,544491151118860289_1
544491151118860289,1,544491151118860289_1,544491151118860289_1
544491151118860289,2,544491151118860289_1,544491151118860289_1
544504183341064192,0,"544504183341064192_4,544504183341064192_3",544504183341064192_3
544504183341064192,1,"544504183341064192_1,544504183341064192_3",544504183341064192_1
544504183341064192,2,"544504183341064192_4,544504183341064192_1",544504183341064192_1
544511199702822913,0,"544511199702822913_5,544511199702822913_3",544511199702822913_5
544511199702822913,1,"544511199702822913_2,544511199702822913_1",544511199702822913_1
544511199702822913,2,"544511199702822913_3,544511199702822913_1",544511199702822913_1
544512108885725184,0,"544512108885725184_2,544512108885725184_3",544512108885725184_3
544512108885725184,1,"544512108885725184_6,544512108885725184_5",544512108885725184_6
544512108885725184,2,"544512108885725184_2,544512108885725184_5",544512108885725184_5
544512664769396736,0,"544512664769396736_3,544512664769396736_2",544512664769396736_2
544512664769396736,1,"544512664769396736_4,544512664769396736_2",544512664769396736_2
544512664769396736,2,"544512664769396736_4,544512664769396736_2",544512664769396736_2
544512676643500033,0,544512676643500033_2,544512676643500033_2
544512676643500033,1,544512676643500033_1,544512676643500033_1
544512676643500033,2,544512676643500033_1,544512676643500033_1
544513524438155264,0,544513524438155264_1,544513524438155264_1
544513524438155264,1,544513524438155264_1,544513524438155264_1
544513524438155264,2,544513524438155264_1,544513524438155264_1
544514564407427072,0,544514564407427072_2,544514564407427072_2
544514564407427072,1,544514564407427072_2,544514564407427072_2
544514564407427072,2,544514564407427072_1,544514564407427072_1
544515538383564801,0,"544515538383564801_4,544515538383564801_8,544515538383564801_6",544515538383564801_6
544515538383564801,1,"544515538383564801_7,544515538383564801_1,544515538383564801_8",544515538383564801_1
544515538383564801,2,"544515538383564801_2,544515538383564801_5,544515538383564801_3",544515538383564801_3
544517264054423552,0,"544517264054423552_2,544517264054423552_5,544517264054423552_4",544517264054423552_2
544517264054423552,1,"544517264054423552_3,544517264054423552_8,544517264054423552_2",544517264054423552_8
544517264054423552,2,"544517264054423552_8,544517264054423552_5,544517264054423552_1",544517264054423552_8
544518335019229184,0,"544518335019229184_7,544518335019229184_4,544518335019229184_2",544518335019229184_4
544518335019229184,1,"544518335019229184_1,544518335019229184_5,544518335019229184_3",544518335019229184_3
544518335019229184,2,"544518335019229184_7,544518335019229184_4,544518335019229184_8",544518335019229184_8
544520042810200064,0,544520042810200064_1,544520042810200064_1
544520042810200064,1,544520042810200064_1,544520042810200064_1
544520042810200064,2,544520042810200064_1,544520042810200064_1
544520273718812672,0,"544520273718812672_12,544520273718812672_2,544520273718812672_4,544520273718812672_3",544520273718812672_2
544520273718812672,1,"544520273718812672_12,544520273718812672_5,544520273718812672_2,544520273718812672_9",544520273718812672_2
544520273718812672,2,"544520273718812672_10,544520273718812672_7,544520273718812672_11,544520273718812672_1",544520273718812672_7
552783667052167168,0,552783667052167168_3,552783667052167168_3
552783667052167168,1,552783667052167168_1,552783667052167168_1
552783667052167168,2,552783667052167168_2,552783667052167168_2
552785375161499649,0,552785375161499649_3,552785375161499649_3
552785375161499649,1,552785375161499649_3,552785375161499649_3
552785375161499649,2,552785375161499649_1,552785375161499649_1
552791196247269378,0,"552791196247269378_7,552791196247269378_1,552791196247269378_4,552791196247269378_6,552791196247269378_2",552791196247269378_2
552791196247269378,1,"552791196247269378_9,552791196247269378_13,552791196247269378_10,552791196247269378_14,552791196247269378_12",552791196247269378_14
552791196247269378,2,"552791196247269378_9,552791196247269378_13,552791196247269378_10,552791196247269378_14,552791196247269378_12",552791196247269378_14
552791578893619200,0,"552791578893619200_10,552791578893619200_5,552791578893619200_4,552791578893619200_2",552791578893619200_5
552791578893619200,1,"552791578893619200_7,552791578893619200_8,552791578893619200_6,552791578893619200_1",552791578893619200_1
552791578893619200,2,"552791578893619200_10,552791578893619200_5,552791578893619200_2,552791578893619200_4",552791578893619200_5
552792544132997121,0,"552792544132997121_3,552792544132997121_1",552792544132997121_3
552792544132997121,1,"552792544132997121_4,552792544132997121_5",552792544132997121_4
552792544132997121,2,"552792544132997121_1,552792544132997121_2",552792544132997121_1
552792802309181440,0,"552792802309181440_4,552792802309181440_5",552792802309181440_5
552792802309181440,1,"552792802309181440_6,552792802309181440_1",552792802309181440_1
552792802309181440,2,"552792802309181440_4,552792802309181440_3",552792802309181440_3
552792913910833152,0,"552792913910833152_1,552792913910833152_2",552792913910833152_1
552792913910833152,1,"552792913910833152_3,552792913910833152_4",552792913910833152_4
552792913910833152,2,"552792913910833152_3,552792913910833152_4",552792913910833152_4
552793679082311680,0,552793679082311680_3,552793679082311680_3
552793679082311680,1,552793679082311680_2,552793679082311680_2
552793679082311680,2,552793679082311680_2,552793679082311680_2
552802654641225728,0,"552802654641225728_3,552802654641225728_4",552802654641225728_3
552802654641225728,1,"552802654641225728_3,552802654641225728_1",552802654641225728_3
552802654641225728,2,"552802654641225728_5,552802654641225728_2",552802654641225728_2
552805488631758849,0,"552805488631758849_7,552805488631758849_6,552805488631758849_1",552805488631758849_6
552805488631758849,1,"552805488631758849_4,552805488631758849_2,552805488631758849_1",552805488631758849_1
552805488631758849,2,"552805488631758849_7,552805488631758849_6,552805488631758849_3",552805488631758849_6
552806757672964097,0,"552806757672964097_4,552806757672964097_2",552806757672964097_4
552806757672964097,1,"552806757672964097_1,552806757672964097_5",552806757672964097_5
552806757672964097,2,"552806757672964097_4,552806757672964097_1",552806757672964097_4
552811386259386370,0,"552811386259386370_3,552811386259386370_2,552811386259386370_7",552811386259386370_2
552811386259386370,1,"552811386259386370_1,552811386259386370_4,552811386259386370_7",552811386259386370_7
552811386259386370,2,"552811386259386370_5,552811386259386370_8,552811386259386370_6",552811386259386370_6
552832817089236992,0,"552832817089236992_1,552832817089236992_5,552832817089236992_4",552832817089236992_1
552832817089236992,1,"552832817089236992_2,552832817089236992_7,552832817089236992_6",552832817089236992_7
552832817089236992,2,"552832817089236992_3,552832817089236992_4,552832817089236992_6",552832817089236992_6
552834961762709505,0,552834961762709505_3,552834961762709505_3
552834961762709505,1,552834961762709505_3,552834961762709505_3
552834961762709505,2,552834961762709505_2,552834961762709505_2
552984502063337472,0,552984502063337472_2,552984502063337472_2
552984502063337472,1,552984502063337472_1,552984502063337472_1
552984502063337472,2,552984502063337472_1,552984502063337472_1
553107921081749504,0,553107921081749504_2,553107921081749504_2
553107921081749504,1,553107921081749504_1,553107921081749504_1
553107921081749504,2,553107921081749504_3,553107921081749504_3
553160652567498752,0,"553160652567498752_1,553160652567498752_2,553160652567498752_4",553160652567498752_2
553160652567498752,1,"553160652567498752_1,553160652567498752_2,553160652567498752_4",553160652567498752_2
553160652567498752,2,"553160652567498752_9,553160652567498752_7,553160652567498752_3",553160652567498752_7
553476490315431937,0,553476490315431937_2,553476490315431937_2
553476490315431937,1,553476490315431937_1,553476490315431937_1
553476490315431937,2,553476490315431937_1,553476490315431937_1
553476880339599360,0,553476880339599360_1,553476880339599360_1
553476880339599360,1,553476880339599360_1,553476880339599360_1
553476880339599360,2,553476880339599360_1,553476880339599360_1
553506608203169792,0,"553506608203169792_8,553506608203169792_7,553506608203169792_4",553506608203169792_4
553506608203169792,1,"553506608203169792_9,553506608203169792_5,553506608203169792_6",553506608203169792_6
553506608203169792,2,"553506608203169792_8,553506608203169792_7,553506608203169792_3",553506608203169792_7
553508098825261056,0,"553508098825261056_7,553508098825261056_1,553508098825261056_5",553508098825261056_7
553508098825261056,1,"553508098825261056_2,553508098825261056_4,553508098825261056_3",553508098825261056_3
553508098825261056,2,"553508098825261056_7,553508098825261056_1,553508098825261056_6",553508098825261056_7
553512735192141826,0,553512735192141826_1,553512735192141826_1
553512735192141826,1,553512735192141826_1,553512735192141826_1
553512735192141826,2,553512735192141826_1,553512735192141826_1
553531413459660800,0,"553531413459660800_2,553531413459660800_5,553531413459660800_3",553531413459660800_2
553531413459660800,1,"553531413459660800_2,553531413459660800_3,553531413459660800_5",553531413459660800_2
553531413459660800,2,"553531413459660800_8,553531413459660800_4,553531413459660800_6",553531413459660800_4
553534838880608256,0,"553534838880608256_5,553534838880608256_7,553534838880608256_4",553534838880608256_4
553534838880608256,1,"553534838880608256_1,553534838880608256_2,553534838880608256_7",553534838880608256_7
553534838880608256,2,"553534838880608256_4,553534838880608256_3,553534838880608256_6",553534838880608256_4
553535829017370625,0,553535829017370625_2,553535829017370625_2
553535829017370625,1,553535829017370625_3,553535829017370625_3
553535829017370625,2,553535829017370625_2,553535829017370625_2
553543369604210689,0,"553543369604210689_5,553543369604210689_4",553543369604210689_5
553543369604210689,1,"553543369604210689_5,553543369604210689_2",553543369604210689_5
553543369604210689,2,"553543369604210689_6,553543369604210689_3",553543369604210689_6
553544694765215745,0,"553544694765215745_1,553544694765215745_2",553544694765215745_2
553544694765215745,1,"553544694765215745_1,553544694765215745_4",553544694765215745_4
553544694765215745,2,"553544694765215745_6,553544694765215745_4",553544694765215745_6
553558982476828674,0,"553558982476828674_5,553558982476828674_3",553558982476828674_3
553558982476828674,1,"553558982476828674_1,553558982476828674_2",553558982476828674_1
553558982476828674,2,"553558982476828674_5,553558982476828674_3",553558982476828674_3
553566026030272512,0,"553566026030272512_4,553566026030272512_1",553566026030272512_1
553566026030272512,1,"553566026030272512_4,553566026030272512_1",553566026030272512_1
553566026030272512,2,"553566026030272512_2,553566026030272512_5",553566026030272512_5
