source_id,support summary,deny summary,query summary,comment summary
4eo2zi,,,,a new infographic shows that a radio station is struggling. the'return' is a'return' to the'return' of the'return'
4ycnf5,,,,"msn is a'sea-sea', and no one knows what to do. msn is a'sea-sea', and no one knows what to do."
500258409988763649,#Ferguson cop is expected to be released by 9 ET $URL$.,,,@USATODAY The #Ferguson Police Chief is incompetent.
500270780832174080,@ReutersUS @PeoplesReport is a police officer who shot & killed #MikeBrown.,,@ReutersUS @Reuters.,@ReutersUS @ReutersUS @Reuters. @ReutersUS @Reuters.
500278045597368320,Darren Wilson is the police officer who shot Mike Brown $URL$.,,@RT_com.,@RT_com @realAlexJones @KPRCLocal2 @RT_com.
500279160795721728,"@DanteB4u @alasscan_ police : 'I'm not sure if i'm a fan of a tv show, i'm not sure if i'm a fan of a tv show.",,@DanteB4u @Maggyw519 @orangese.,@MsRock4u @AlwaysThinkHow - The barney Fife fear is real in #Ferguson.
500279189405433858,@edeweysmith... eh... eh... eh... eh... eh... eh... eh... eh... eh... eh... eh... eh... eh... eh... eh... eh... eh... eh... eh... eh... eh...,@edeweysmith.,,"@edeweysmith :) he was a ""suspect"". he was shot 8 times by police."
500280249629036544,,,@CNNVideo. Did you find that plane yet?,@CNNVideo @CNN sounds like they had too much time to fabricate a story.
500280422295937024,"Darren Wilson, a seasoned vet, a tuesday night.",,"@Yamiche @USATODAY - Ist es wirklich so, dass es eine ganze Reihe von Schwierigkeiten gab, die ich erweckt habe?",@Yamiche : Darren Wilson is a six year veteran of the #Fergurson #Fergurson.
500280838710247424,"@DIANAZOGA : Police reports indicate that something occurred in a ""strong-armed "" robbery.",@DIANAZOGA @antonioFrench.,@DIANAZOGA @AntonioFrench.,"@DIANAZOGA @AntonioFrench : ""... he was a good boy. he was a suspect in a "" strong-armed "" robbery."
500281094239817728,,@scATX - a sexy et a sexy et a sexy et a sexy et a sexy et a sexy et a sexy et a sexy et a sexy et a sexy et a sexy et a sexy,.,@scATX.
500281131057811456,Message2 omg stfu.,@TheAnonMessage2 LIES.,"@TheAnonMessage2 hat nicht gesagt, dass dies nicht der Fall war.",@TheAnonMessage2. he was a. sexy man. he was a. sexy man. he was a. sexy man.
500284699546517505,@zellieimani @YourAnonCentral : if there is a... a..........................................,@zellieimani: if there is surveillance of a robbery there is no evidence that he is a robber.,.,@zellieimani.
500286058664579072,@zadiaz @mashable.,@mashable @mashable.,@mashable @mashable @mashable @mashable @mashable @mashable @mashable @mashable @mashable @mashable @mashable @mashable @mashable @mashable @mashable @mashable @mashable @mashable @mashable @mashable @mashable @mashable @mashable @mashable @mashable @mashable @mashable @mashable @,@mashable @mashable You are one sick racist robber.
500288349924782080,@TheAnonMessage2 yes.,@TheAnonMessage2 $URL$,,@TheAnonMessage2 : i'm not a cop.
500290456845299714,@YourAnonLive @OpFerguson..,the property would have been valued by store employees as a result of the price of the property.,@YourAnonLive @opFerguson?,@YourAnonLive @OpFerguson.
500294803402137600,@NBCNews.,@NBCNews @JDBmsnbc.,@NBCNews.,@NBCNews : Photos of alleged robbery involving Michael Brown in #Ferguson. @NBCNews : 'i think it's a crime... but it's not a crime...
500295393301647360,,,@JustinGlawe @JesseLaGreca.,@JustinGlawe @YourAnonCentral.
500298588992593920,,,@vicenews aye is this a peace sign or a gang sign?,@vicenews @alicesperi : @vicenews @alicesperi. @vicenews @alicesperi.
500298752469770240,@DostoevskyShade was 17 when he was killed.,@140elect @140elect. @140elect.,@DostoevskyShade @140elect.,@140elect @140elect @AkaDimiX @140elect @adaq.com. @140elect @adaq.com.
500303431928922113,@PrisonPlanet.,@PrisonPlanet a redigé un nouveau projet de loi sur la lutte contre la criminalité pénale en vertu duquel il a été établi en vertu du paragraphe 81(1).,.,@PrisonPlanet.
500307001629745152,@flavius217 @spants @rui_xu @flavius217.,@flavius217 @spants @rui_xu @flavius217.,@flavius217 @spants @rui_xu @flavius217.,@flavius217 @spants @rui_xu @flavius217. @spants @rui_xu @flavius217.
500308076004929537,,@YourAnonLive @OpFerguson.,@YourAnonLive @OpFerguson.,@YourAnonLive.
500319675797209088,"@originalgriz : 'If we shot everyone in the street for stealing material things, imagine the carnage on Wall St.",@randyprine.,Warum hat man es mit der eigenen Kraft?,"@originalgriz @dacmetallica, if you're a waitress, you'd be a bit slur."
500319801344929795,"@theRoot @thedailybeast : The day #Ferguson cops told a dirty, bloody lie.",@thedailybeast @thedailybeast @thedailybeast @thedailybeast @thedailybeast @thedailybeast @thedailybeast @thedailybeast @thedailybeast @thedailybeast @thedailybeast @thedailybeast @thedailybeast @thedailybeast @thedailybeast @thedailybeast @,,@thedailybeast @thedailybeast @thedailybeast @thedailybeast @thedailybeast @thedailybeast @thedailybeast @thedailybeast @thedailybeast @thedailybeast @thedailybeast @thedailybeast @thedailybeast @thedailybeast @thedailybeast @thedailybeast @
500327106824245249,,,,@AngryBlackLady.
500327120770301952,: How many white celebrities have been shoplifting and end up dead in streets?,: How many white celebrities have been shoplifting and end up dead in streets?,,@zellieimani @neil_x @neil_x @neil_x @neil_x @neil_x @neil_x @neil_x @neil_x @neil_x @neil_x @neil_x @neil_x @neil_x @neil_x @neil_x @neil_x @neil_x @neil_
500332933098385408,@DJonSTL @OpFerguson.,@kristinpuhl @OpFerguson hat einen IQ of 140 & a meds...,,@kristinpuhl.
500341884678836224,@marcylauren,"@TheDailyEdge "" & he's not a good guy - he's a good guy.",,@TheDailyEdge @Rae_B88.
500347114975944705,@CNNVideo he robbed a swisher. @BrwnSkinGirly @CNNVideo he blew the gun.,@CNNVideo @Mofochronic @CNNVideo.,@BrwnSkinGirly @CNNVideo he robbed swiss..,"@BrwnSkinGirly @CNNVideo, took a bullet for some swishers. he was shot because he was black."
500354773133299713,#Ferguson police beat a man in 2009.,,,"@ComplexMag : In 2009, #Ferguson police beat a man and charged him for bleeding on them."
500363126294863876,@NerdyWonka.,"#MikeBrown hat es wahrscheinlicher gemacht, dass er die Menschen angegriffen hat, die er angegriffen haben.",,"@nerdyWonka : ""NerdyWonka..."
500363740311982081,@ZerlinaMaxwell & their PR machine want-focus off their indefead.,,@ZerlinaMaxwell @TopCat_TC.,@ZerlinaMaxwell. @ZerlinaMaxwell.
500371149713178625,@AngryBlackLady @3ChicsPolitico @markos.,@AngryBlackLady @slopster53.,"@goprapebuster In a world where white cops who shoplift kids are free to do so, they are free to do so.",@AngryBlackLady @mahra_fra_fra_fra_fra_fra_fra_fra_fra_fra_fra_fra_fra_fra_fra_fra_fra_fra_fra_fra_fra_fra_fra_fra_fra_fra
500377145349521411,@thelittleidiot.,Yer also retarted a 300lbs young man.,,@thelittleidiot : a swedish man who is a swedish man.
500377906305327104,.,@Jayron26!,@SoulRevision!,@SoulRevision @jaykelly26 @SoulRevision : @SoulRevision : @SoulRevision : @soulRevision : @soulRevision : @soulRevision : @soulRevision : @soulRevision : @soulRevision : @soulRevision : @soulRevision : @soulRevision : @soulRevision : @
500378223977721856,@rolandsmartin.,@rolandsmartin  he didn't know at all that he had to trash the name of a dead child.,@rolandsmartin.,@rolandsmartin. he was a swiss. he was a swiss.
500378522788315137,@WSJ.,@WSJ i don't believe that is what happened.,@thiruNagan @WSJ.,@WSJ @woots : @woots : @woots : @woots : @woots : @woots : @woots : @woots : @woots : @woots : @woots : @woots : @woots : @woots
500381163866062848,#Ferguson police beat him up and charged him with getting blood on uniforms in 2009.,http://www.doj.org/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr,,@TPM @AzmatZahra.
500389488217309184,@LisaBloom the chief said this was a call for sick person. he was on a call for a store strong arm.,@LisaBloom.,@LisaBloom.,@LisaBloom @zerlinaMaxwell. i was wrong. i was wrong.
500391222075076610,@andybankertv @FOX2now.,@andybankertv @FOX2now.,@andybankertv @FOX2now.,@andybankertv @FOX2now. @andybankertv @FOX2now.
500394061887709184,@jelani9.,,,@jelani9 @techweenie @kharyp.
500413818368184321,@TheDailyEdge @iRhysTay @thedge.,@TheDailyEdge @marstu67.,,@TheDailyEdge @ZaffodB @thedge @thedge @thedge @thedge @thedge @thedge @thedge @thedge @thedge @thedge @thedge @thedge @thedge @thedge @thedge @thedge @thedge @thedge @thedge @thedge @thedge @thedge @thedge @thedge @thed
521346721226711040,@FootballcomEN : 'It's so sad that he has contracted Ebola',@FootballcomEN : 'I'm not a fan of the rumours.,"@FootballcomEN, if it is not confirmed, why do you tweet it.",@FootballcomEN : Unconfirmed reports claim that Michael Essien has contracted Ebola.
521360486387175424,Michael Essien has been diagnosed with Ebola.,@FutbolLife.,,www.futbollife.com>.
524922729485848576,@tdgecas @Henderburn.,@BigDilbertFan : I have no idea what to do with the gunshots.,@Henderburn I'm a photo editor @demotix.,@tdgecas @Henderburn.
524923293711998976,,,@evansolomoncbc @chextv.,@evansolomoncbc : @evansolomoncbc : @evansolomoncbc.
524923462398513152,,,@cmaconthehill WTH.,@cmaconthehill be safe!
524923676484177920,RCMP have been drawn on the cdc.,RCMP have weapons drawn #cd.,@RichardMadan @CTVMelissaLamb AND war memorial.,@RichardMadan @rebeccamakonnen.
524924619812511746,,@ivoirien_com @CBCAlerts.,,@CBCAlerts.
524925050739490816,"CBCNews: ""BREAKING NEWS"" : ""BREAKING NEWS""",,,@CBCNews : Soldier shot at National War Memorial in Ottawa $URL$.
524925215235911680,http://www.globeandmail.com/news/index.php>.,,,@globeandmail : #BREAKING news : Shots fired at Parliament Hill.
524925730053181440,@CBCAlerts : 'I am a little disappointed with the fact that I was a soldier who was shot in the head',@CBCAlerts @CBCAlerts @CBCAlerts.,,"@CBCAlerts @cristinaresteve @tsklierenko, you should be a fan of the fascist."
524925987239120897,@CBCPolitics : Soldier shot at National War Memorial in Ottawa $URL$ #cdnpoli #cdnpoli.,,,"CBCPolitics - a sniper - hat es geschafft, es hat es geschafft, es hat es geschafft, es hat es geschafft, es hat es geschafft, es hat es geschafft, es hat es geschafft, es hat es geschafft, es hat es geschafft, es"
524926235030589440,@PzFeed @AbideSam.,,,"@PzFeed @Rui_Castro, ich dachte, dass die ganze Armee politicos sein sollte, und ich habe es nicht gesehen, wenn ich es sah."
524926472432410625,,,,@CTVMontreal @careysmithctv.
524927281048080385,@dmatthewmillar @spaikin @dmatthewmillar @snipers.,@dmatthewmillar @spaikin @devo1400 @spaikin.,@dmatthewmillar @devo1400 @spaikin.,@dmatthewmillar @spaikin @spaikin. @dmatthewmillar @spaikin @spaikin.
524929497205055488,@BreakingNews @TorontoStar.,@BreakingNews @TorontoStar you stupid fuck.,@BreakingNews @TorontoStar.,@BreakingNews @TorontoStar.
524931324763992064,@SensChirp.,,@_MarkSutcliffe.,@_nspector4.
524932056560963584,,,@AbuSaalihah1.,jfxm @locustiya may thrive.
524932935137628160,@daxshepard1 @HDMcC @kellyoxford @subloke.,@subloke @kellyoxford @obiterdictayo there has been no confirmation that gunman is down.,@daxshepard1 @HDMcC.,@daxshepard1 @kellyoxford @subloke.
524935485370929152,@rcallimachi @ummsalama15_.,,@ahmed__Hussain______________________________________________________________________________________________________,@rcallimachi @ummsalama15_ is that radical?
524936793633083394,: 'I am in a safe and locked room',,@markstrahl - adam - adam - adam - adam - adam - adam - adam - adam - adam - adam - adam - adam - adam - adam - adam - adam - adam - adam - adam - adam - adam - adam,@markstrahl @mattdpearce - are thoughts are with you and everyone at Parliament.
524936872666353664,@CBCAlerts : More shots fired just off Parliament Hill.,,,@CBCAlerts : More shots fired just off Parliament Hill.
524937542131793920,,,@RideauCentre.,@RideauCentre @bernardcolin.
524940659778920448,"@globeandmail : Attack on Parliament : """,,,
524941132237910016,,,,@josh_wingrove.
524941720249978880,: Footage from Globe reporter captures exchange of gun fire in Parliament Hill building $URL$.,,@globeandmail @exjon?,@globeandmail : Footage from Globe reporter captures exchange of gun fire in Parliament Hill building $URL$.
524942470472548352,,,,@ldobsonhughes @inklessPW is 2 km from nasty parliament not 2 minute only chita to my Alma Mater.
524943490887991296,,,,@CBCOttawa : 1 shooter shot dead at Parliament Hill.
524944399890124801,@PrideSky @CBCAlerts.,,@PrideSky @CBCAlerts.,@CBCAlerts @cdnmickeyfan @CBCAlerts : Gunman shot dead inside Parliament. police believe there may be others on loose.
524947416869388288,,,,@newhot899!
524947674164760577,,@DaveBeninger @doctorfullerton.,@daveBeninger @doctorfullerton @davebeninger?,@DaveBeninger @doctorfullerton @DaveBeninger - the rcmp incident in qba - a rcmp.
524947867975561216,@cnnbrk @damospin.,@damoSpin police have NOT confirmed multiple shooters based on Canadian reporters on the scene.,@cnnbrk?,@cnnbrk @Flogistonmannen @cnnbrk.
524948206023880704,@CBCAlerts @CBCAlerts.,@CBCAlerts @Trial_Watcher1.,@CBCAlerts @CBCNews.,@CBCAlerts @CBCNews : @CBCAlerts.. a gunman killed in the sand..
524948866773184512,@beingbrads @AJEnglish :,,,@beingbrads.com.
524949443607412737,,"''I'm not going to be a good guy,'' said a police officer.",,@newhot899.
524952883343925249,@BBCBreaking : Watch video showing gunfire inside Canada's parliament in Ottawa $URL$ $URL$.,http://www.bcbc.ca/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/fr/f,,@BBCBreaking @cnnbrk @cnnbrk @BBCBreaking. hes a muslim.
524956129017995264,@BBCBreaking,@BBCBreaking @raymondillo.,,@BBCBreaking #Shots @Raymondillo @BBCBreaking..!!!!!!!!!!!!!!!!!!!!
524959809402331137,@cnnbrk : cnnbrk police have been searching and firing on Parliament Hill $URL$.,"@cnnbrk : Police - more than 1 suspect, downtown in lockdown.",@cnnbrk.,@cnnbrk.
524961721744900097,@tundraGlobal @tundraglobal @tundraglobal @tundraglobal @tundraglobal @tundraglobal @tundraglobal @tundraglobal @tundraglobal @tundraglobal @tundraglobal @tundraglobal @tundraglobal @tundraglobal @tundraglobal @tundraglobal @tundraglobal @tundraglobal @tundraglobal,@TundraGlobal @FletJan @CBCAlerts!,@CBCAlerts @FletJan @CBCAlerts?,@CBCAlerts @fletJan @2010redmittens @CBCAlerts. he was shot dead at the #Ottawa's War Memorial.
524962142563610625,"cbcsaltzman: ""It's a good thing to do with the savage savage.",,"@cbcsaltzman @CBCNews ist es ok, wenn es um die es geht.",@cbcsaltzman @mog7546.
524964948683005952,,@mythos_man @CBCAlerts @JustinTrudeau. @daryusAzad.,@CBCAlerts @JustinTrudeau.,@CBCAlerts @JustinTrudeau are you for real. @CBCAlerts @JustinTrudeau you are too ignorant to understand that radical Muslims are being funded by American.
524965775036387329,@LindaFrum @affanchowdhry.,,,@LindaFrum @affanchowdhry.
524966904885428226,"@RT_com The "" five eyes "" and western Europe "" invite "" this mistreatment.",,RT_com - a saxophonie.,@RT_com @opffa @IAFFCanada @IAFFNews @ttffa.
524969201102901248,,,,@CP24 : MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings $URL$ $URL$.
524970851675176960,@WSJLive @Vaibhavgupta44.,@WSJLive @mindest 1 guard died in a row.,,
524972443308683264,@amyminsky @althiaraj.,,@cindyreddeer.,@amyminsky @GlobalNational.
524975705206304769,"@CBCAlerts, nicht an.",,,@CBCAlerts @thejpiga. @CBCAlerts.
524980744658382848,,,@CBCAlerts.,@CBCAlerts @CBCNews @CBCAlerts @samHarrisOrg.
524981436252950528,,,@RamCNN @20committee.,@RamCNN @shephardm.
524983581983375360,cnnbrk: 'i'm not going to be a good guy.,@cnnbrk @cnnbrk.,cnnbrk: 'nothing is wrong',@cnnbrk : 'I'm not a fan of the savage savage' @cnnbrk.
524990163446140928,@CTVNews.,"@CTVNews police have clarified that there were two shootings in Ottawa today, not three.",@ctvsaskatoon.,
524991576163250176,police believe 3 gunmen were involved in shootings in Ottawa.,@CBSNews.,http://www.csb.ca/fr/index.php?,@CBSNews.
524993533212897281,- @PC_Consult39 - a possible terrorist threat that could expand into the US.,,@CTVNews Warum kriege ich Netter News fom CNN und CBS?,@CTVNews.
524995771587108864,@MikeSavageHFX!,@mikeSavageHFX @paigemacp.,,@MikeSavageHFX @hfxRegPolice @hfxgov Please take a minute to hug your loved ones today.
525003468659228672,@seanOsmar_taylor honoured to serve as Honorary Colonel in reserves.,@SeanOsmar @graciestyle.,,@darrellbricker @seanOsmar @seanOsmar @seanOsmar. he tweeted a photo of the soldier who was killed in the attack.
525019752507658240,,@xSkylaStarx.,"@ArmedResearch Hi, can you tell me your source?",@ArmedResearch @codywohlers @cindyPom.
525023025792835585,: a soldier killed at war memorial identified as C.,,,@globeandmail @Cameron_Gray @globeandmail.
525025279803424768,,,,@ottawasuncom My heart is broken... I am so sorry to hear from you.
525025463648137216,@CP24 : BREAKING : deceased soldier.,,,@CP24 @aliimariano Rest in peace.
525028734991343617,@CP24.,,@inky_mark @CP24.,@CP24.
525032872647065600,@20committee @kshaidle.,@20committee @BlogsofWar.,aenk963 @BlogsofWar.,@20committee @sqwerin and @barackObama must leave the camp.
525049639016615937,@MaulerMauler.,RIP Brother!,,@MaulerMaulerMauler.
525056576038518785,@Telegraph @molodyko.,@Telegraph :,,@Telegraph @Momma4America. @Telegraph @momma4america.
525058976376193024,"@Cellying @EF517_V2 ok, ich bin wirklich faul.",,@Cellying I am so sad and disgusted that some liars have done this to 2 of our soldiers now.,@GoaliesNeverSay-Petitionen.
525060425184858112,"@cnnbrk RIP, you've been late on this story all day.",.,,@cnnbrk @cnnbrk @cnnbrk @cnnbrk @cnnbrk @cnnbrk @cnnbrk @cnnbrk @cnnbrk @cnnbrk @cnnbrk @cnnbrk @cnnbrk @cnnbrk @cnnbrk @cnnbrk @
525068915068923904,"@AdamGuerbuez hat es geschafft, es zu tun.",,,@DebeeRapp @AdamGuerbuez!
529540733020405760,@PrinceMuseum @3RDEYEGIRL.,,@PrinceMuseum & oh my god the show already sold out in Toronto.,@PrinceMuseum @3RDEYEGIRL :( i'm not sure if it's a good idea to get on the flight.
529653029747064832,,"@davidleyes : ""I'm not going to be a good guy""",,@davidleyes @EntCity!
529654186791944192,,,"@CTVNews, B. C.?",@CTVNews : 'I'm not sure if you're going to be a big fan of the show'
529660296080916480,,,,@mikeyerxa.
529687410611728384,@LisaLaFlammeCTV @CTVToronto.,,,@LisaLaFlammeCTV.
529689679411810304,,@FreekmaneJames hält emosh mit benji * PURPLE RAIN PURPLE PURPLE PURPLE PURPLE PURPLE PURPLE PURPLE PURPLE PURPLE PURPLE PURPLE PURPLE PURPLE PURPLE PURPLE PURPLE PURPLE PURPLE PURPLE PURPLE PURPLE PURPLE PURPLE PURPLE PURPLE PURPLE PURPLE PURPLE PURPLE PURPLE,,"@FreekmaneJames: ""It's the only concert we could wear and be hard af."""
529695367680761856,,"@TheSocialCTV I saw Prince in halifax and honestly, was the most boring concert ever.",@TheSocialCTV What is the most important thing about the social network?,@TheSocialCTV Love Prince!
529695483661664257,,,,@PrincePartyUK @TorontoComms @3RDEYEGIRL.
529713467184676864,@billboard: Secret Prince show rumored for Toronto tonight $URL$.,@Rachelle_JL.,,
529716453792956416,,,,@ctvottawa @masseyhall.
529720273285566464,"@LiveNationON @masseyhall : In response to inquiries, we can confirm that Prince will not be performing at @masseyhall tonight.",,@LiveNationON @masseyhall : @JillKrajewski?,"@LiveNationON @masseyhall : if you ask a friend, you'll be able to see what you're doing."
529739968470867968,RT @CBCNews: Prince is not playing Massey Hall tonight.,"@CBCNews : Prince will not play in Rankin Inlet, NU.",@CBCNews asked why no one made this clarification 4 or 5 hours earlier.,"@CBCNewsUSA : """
53czp3,,,,i'm not sure if youtube would make a profit. i'm not sure if it's true.
544268732046913536,,,,@SkyNewsAust : #BREAKING : Hostages are being held and a siege is taking place at a local airport.
544269749405097984,,,@newscomauHQ @ausxip.,@newscomauHQ : Live coverage of hostage situation unfolding in Sydney's Martin Place $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $URL$ $
544271069146656768,,@KristyMayr7 @theleadernews.,@worstbloke - oh wow - oh wow - oh wow - oh wow - oh wow - oh wow - oh wow - oh wow - oh wow - oh wow - oh wow - oh wow - oh wow - oh wow - oh wow,@KristyMayr7 @worstbloke @worstbloke.
544271284796784640,,,,@Breaking911 @Cameron_Gray.
544271362022338560,,@jessradio @Andrew_Denney @jessradio shahada is a traditional colour.,@denney @charlescwcooke @instapundit.,@Andrew_Denney @jessradio. @jessradio..
544272537341812736,: SYDNEY SIEGE Gunman.,@dailymailau @dailymailau @drpiotrowski Took me 2 sec to hold up ISIS flag in the.,@dailymailAU.,@DailyMailAU @AmericnElephant.
544274544174071809,.,Isis uses the same flag as the one used by the other.,@mermayden @exjon?,@exjon @exjon. @exjon.
544274934835707905,@BBCWorld.,,@BBCWorld @BBCWorld @Glinner @BBCWorld @BBCWorld @BBCWorld @BBCWorld @BBCWorld @BBCWorld @BBCWorld @BBCWorld @BBCWorld @BBCWorld @BBCWorld @BBCWorld @BBCWorld @BBCWorld @BBCWorld @BBCWorld @BBCWorld @BBCWorld @BBCWorld @BBCWorld @BBCWorld @BBCWorld @BBCWorld @BBCWorld @BBCWorld,@BBCWorld @BBCNews @ozzSue @BBCWorld @BBCNews.
544277117039837184,@skyNewsAust @skynewsAust @skynewsAust @skynewsAust @skynewsAust @skynewsAust @skynewsAust @skynewsAust @skynewsAust @skynewsAust @skynewsAust @skynewsAust @skynewsAust @skynewsAust @skynewsaust @skynewsaust @skynewsaust @skynewsaust @skynews,@liztilley84.,@SkyNewsAust - isn't the Arabic for God?,@skyNewsAust @ka_robo @liztilley84 @drozAnn @skyNewsAust @skyNewsAust @skyNewsAust @skyNewsAust @skyNewsAust @skyNewsAust @skynewsAust @skynewsAust @skynewsAust @skynewsAust @skynewsAust @skynewsAust @skynewsAust @skynewsAust @s
544277860555710464,,@KEEMSTARx dick head & threatening to kill the hostages made me think it's extreme @ImKamakase.,@Kippyy @KEEMSTARx.,@chupaDANNNj @KEEMSTARx.
544278335455776769,@AFP : #BREAKING Hostages held inside #Sydney cafe.,"@AFP : ""ISIS flag held up"".",@AFP.,@AFP : #BREAKING Hostages held inside Sydney cafe.
544278985249550337,: mscott : mscott : mscott : mscott : mscott : mscott : mscott : mscott : mscott : mscott : mscott : mscott : mscott : mscott : mscott : mscott : mscott : mscott : ms,,@mscott.,@mscott @mscott : mscott @grogsgamut.
544282005941530624,@nypost.,,,@nypost #nypost #nypost #nypost #nypost #nypost #nypost #nypost #nypost #nypost #nypost #nypost #nypost #nypost #nypost #nypost #nypost #nypost #nypost #nypost #nypost #nypost #nypost #nypost #nypost #nypost #nypost #nypost #
544282227035869184,"@PzFeed : Gunmen take hostages at Sydney cafe, wave Islamic flag $URL$.",@PzFeed - a flag that is not the Islamic flag.,,@PzFeed @TipsForYouDaily wtf fuk u islamic state suck my dick.
544283772569788416,@SkyNews : Live Updates : Siege in Sydney Cafe $URL$.,@SkyNews bollox!,,@SkyNews : Live Updates : Siege in Sydney Cafe $URL$.
544287209730236416,"@BuzzFeedOz : Sydney Opera House evacuated, concourse deserted $URL$ #SydneySie.",,@cfm @cfm @cfm @cfm @cfm @cfm @cfm @cfm @cfm @cfm @cfm @cfm @cfm @cfm @cfm @cfm @cfm @cfm @cfm @cfm @cfm @cfm @cfm @cfm @cfm @cfm @cfm @cfm @,@BuzzFeedOz @cberkman My heart and prayers go out to the good people of Sydney and Australia.
544288681021145090,@Independent : Up to 20 held hostage in Sydney Lindt Cafe siege $URL$ $URL$.,@Independent You.,,@Independent : Up to 20 held hostage in Sydney Lindt Cafe belagert $URL$.
544289311504355328,,,,@Simon_Cullen @DAVIDMDRAIMAN Urgh.
544289409294553088,@latikambourke.,@latikambourke.,@latikambourke.,@latikambourke.
544289941996326912,@australian @JRCarrollCJ :,the eu.s.,@hepworthAnnabel.,
