source_id,all summary
774165935041093633,@larryelder and @dudbarn are racist.
774991078265094144,Hillary Clinton has a medical condition.
775057555865206784,@Portosj81 is suffering from a brain tumor.
784071228248109057,Hillary Clinton is a hypocrite.
784118929799073793,Varepall is angry at Fox News.
784216706080178176,@foxandfriends is disappointed with Hillary's behaviour.
784316107645603840,Fox and Friends are critical of Hillary Clinton.
78sxy7,There is a link between arthritis and gas bubbles.
7d28gk,"A thief can be punished with up to 3 years in prison for theft under $1,000."
7g16as,Trump spent more money than Obama.
7hrc7n,Owen is talking to the government.
7imq99,There is a lot of noise about students in the UK.
7jkthr,This is a link to a fake article.
7p7cq,"Israel is a democracy, but it's not perfect."
7z11oi,The app is not working properly.
828933929080086528,@ray_wilton is on Twitter.
830469481621241857,@TheOnion thinks Trump is a hypocrite.
83ddtk,There is a tax on the use of the US dollar.
852844529778601985,@TODAYshow has a video of Trump signing a document.
872300483272114177,SandiBillington is from Texas.
872367878871408640,Guy sent RySA a video that looks like a tornado.
879j1c,It is not common in Australia to be stopped by the police.
892781499103277056,@NANDANPRATIM
897502435593265152,It's too good to be true.
897715873145913344,"@realDonaldTrump is right, it's not true."
8d6h5t,It's not a requirement to do that.
8e86kt,The batteries don't need to be charged.
8efswb,Women outnumber men in China.
8gp0d7,I have a problem with breathing through both nostrils.
8i274x,There is a link to a story about Donald Trump and Hillary Clinton.
8j9s33,Illegal immigrants don't commit crimes.
8lkwd7,Apple is not suitable for children.
8lwt83,The cost of attending medical school in France is expensive.
8m9y0o,The difference between apple and potato is the smell.
8n9173,There is a magnetic field near the door.
8unvgg,It depends on the performance of the officer.
8yktu5,Donald Trump arrived in Scotland on the 23rd of June.
901939374375370752,Jim Kuther and Shareaholic are angry at the President for allowing cars to pass through their area.
902006921523331073,@Shareaholic and @jackbgoode don't want to go to Texas.
902134516575346688,@invisibleman and @VeganYogaDude are making fun of each other.
902224586967621633,@jimmyvasser found a fake photo of a man with a fish in his mouth.
902542822540173314,Joe is having a bad day.
902595384635043840,There's a fight going on in China.
903336023362547715,Lee is giving money to charity.
903528113631584256,The cost of insurance is too high.
904111594912841729,Carolde and Bill are very generous people.
904200288059494400,The Internet is full of useless information.
904725019372253184,The man in the photo has died.
904727149747326977,@Ez4u2 says it's a joke.
904762977185808385,MrChuck wants to know if it's possible to buy a boat.
905161219274940416,@AMike wants to put the thugs in jail.
905290355796533252,The weather is getting bad in South Carolina.
905541650541420546,The link to the article is at the bottom of the page.
905590451876634624,There is no such thing as too much information.
905600465160810497,@stevemcgrew sends a photo of his stash.
905682058621616128,Paine is not satisfied with the way things are going.
906170027937849345,There's no way I would give up my guns.
907697675184885760,The Red Cross is a bad organisation.
909084965035487232,The Queen is not an African name.
909982405167067136,She doesn't give a damn about me.
910024540578869248,There is a fake news report about Kim Jong-un.
910121722149527552,Lucy wants to know if this is true.
914582144952995840,@beckystarr is having a bad day.
914684276477710336,@SandraTXAS @Lrihendry @carrieksada @SpecialKMB1969.
919231965471105024,"According to Snopes, there are more idiots than smart people."
934715071757819904,Lalit shares a traffic video with Gidi.
934828842505723904,"Gidi, Lalit and Kenyan are talking about traffic on Twitter."
934q6t,Iodine is not necessary to prevent iodine deficiency.
935577591850979329,Ranger wants to know if it's legal to kill people.
938787800974950400,@jjauthor wrote an interesting article.
938o5h,The Great Pyramid of Giza is a pyramid.
939234401681944576,@politicalmablog @KellyannePolls
940078473061609472,"According to WhoWolfe, California started the fire."
941305217454403584,Hanzala is from Pakistan.
944339600998326274,Irum shares a video with his followers.
945845194699759616,@TheOnion doesn't believe in God.
951976286301204480,The bill was passed in the House.
986750534886424576,It's a shame that someone died.
986801053168488449,Darph sends a link to a video.
987323105524768769,There is no such thing as too much information.
987801763850809344,@wcruz73 and @bennie45 don't see the point of that.
ayn70,I haven't applied for citizenship yet.
wfajw,It's not illegal to have a bank account.
xn2bn,Obama's birth certificate is fake.
