source_id,support summary,deny summary,query summary,comment summary
500394061887709184,Jelani is on Twitter.,,,Jelani and Kharyp are accusing the cop of overcharging.
500413818368184321,The DailyEdge is on Instagram.,The DailyEdge is on Instagram.,,@TheDailyEdge shares a video of a man running from police.
521346721226711040,According to http://www.facebook.com/pages/,There's a rumour going around that it might be true.,It is unconfirmed if it is true.,"Michael has contracted Ebola, according to Football.com."
521360486387175424,Michael has been diagnosed with Ebola.,It's not true. It's a rumour.,,Futbol has been diagnosed with Ebola.
524922729485848576,There is no such thing as too much information.,There's a photo of a soldier being shot.,Henderburn wants to share a photo with the media.,Henderburn is a journalist.
524923293711998976,,,There was an attack in Quebec.,A soldier has been shot in Ottawa.
524923462398513152,,,This article is copyrighted by Creativity.,@cmaconthehill wants everyone to be safe.
524923676484177920,There's a fight on Parliament Hill.,There's a shooting on Parliament Hill.,There's a war on for your mind.,There was a shooting on Parliament Hill.
524924619812511746,,There is no obvious answer to the question.,,There's a war going on in Canada.
524925050739490816,There is a war memorial at National War Memorial.,,There is no such thing as too much information.,A soldier was shot at the National War Memorial in Ottawa.
524925215235911680,The following files are available to download.,,,Shots were fired at Parliament Hill.
524925730053181440,A soldier was shot in Ottawa.,There is no such thing as too much information.,,There was a shooting at Ottawa's war memorial.
524925987239120897,A soldier was shot at Ottawa's National War Memorial.,,,It's time to get back to work.
524926235030589440,Samantha is a writer.,,There's a man on the left and a woman on the right.,People are supposed to be polite.
524926472432410625,,,,There was a shooting at the Parliament.
524927281048080385,@dmatthewmillar wants to know where the snipers are.,@dmatthewmillar is an idiot.,The URL of this post is https://www.twitter.com/,@dmatthewmillar and @devo1400 are worried about the security situation.
524929497205055488,Canada's Parliament is on lockdown.,On Twitter: @CBC_News,There's a story about a school shooting in Toronto.,There's a shooting in Toronto.
524931324763992064,There are two sides to every story.,,Sutcliffe is on Facebook.,I'm not sure if this is true or not.
524932056560963584,,,There is no such thing as too much information.,There is no such thing as coincidence.
524932935137628160,@kellyoxford and @daxshepard are correct.,@kellyoxford is not sure if the news is true.,Theresa is looking for some information.,The gunman is still on the loose.
524935485370929152,There's a war on for your mind.,,Hussain is a journalist.,There is a media blackout against Muslims in the US.
524936793633083394,There's a fight going on in the room.,,The Internet is a wonderful thing.,Mark Strahl is safe.
524936872666353664,There was a shooting on Parliament Hill.,,,Shots were fired off Parliament Hill.
524937542131793920,,,There was a shooting at the Centre.,Rideau is in trouble.
524940659778920448,There is a gunman on the loose.,,,There is no such thing as too much respect.
524941132237910016,The video is available on YouTube.,,,It's ok to follow an idiot.
524941720249978880,The exchange took place on Parliament Hill.,,The suspect is on the loose.,There was an exchange of gunfire in Parliament Hill.
524942470472548352,,,,The distance from the university to the campus is about 2 km.
524943490887991296,,,,There was a shooting at Parliament Hill.
524944399890124801,The problem is that we don't know what the problem is.,,There is no such thing as too much information.,There was a shooting at Parliament. A man was killed.
524947416869388288,,,,There will be a third shooter.
524947674164760577,,Dave Beninger reports that a soldier has died.,Dave is on Twitter @DaveBeninger.,Dave is worried about the situation in Quebec.
524947867975561216,There was a shooting in Sweden.,The police are still looking for suspects.,There is no such thing as too much information.,There was a shooting in Ottawa.
524948206023880704,A man was shot and killed in Afghanistan.,People are saying what they think.,There's a problem at the airport.,A soldier was shot and killed at Ottawa's War Memorial.
524948866773184512,There's a lot of shooting going on.,,,There is no such thing as too much information.
524949443607412737,There was a shooting at Rideau Centre.,There was a shooting at Rideau Centre.,,There are shootings happening all over the place right now.
524952883343925249,There was a shooting inside Canada's parliament.,The video is available on YouTube.,,The BBC is breaking news from Ottawa.
524956129017995264,There's a war going on in the world.,There was a shooting at Rideau Centre.,,There was a shooting at the Parliament in Ottawa.
524959809402331137,There was a shooting on Ottawa's Parliament Hill.,There's no need to be in trouble.,There is no proof yet that the shooter is real.,It's a case of the United States vs Canada.
524961721744900097,The following files are available to download.,Theresa is still alive.,"According to Twitter, a Canadian soldier has died.",A soldier was shot and killed at Ottawa's War Memorial.
524962142563610625,A soldier was shot in Ottawa.,,The writer is a freelance journalist.,Sebastian is a journalist.
524964948683005952,,Justin is wrong about Barack Obama being a good leader.,There's a problem with the link.,Justin Trudeau and Daryus Azad are critical of CBC News.
524965775036387329,Linda is a freelance journalist.,,,The real hero is the person who does his job.
524966904885428226,The following files are available to download.,,Theresa is a freelance journalist.,There is a problem with Twitter.
524969201102901248,,,,The sergeant-at-arms saved lives in Parliament Hill.
524970851675176960,There is a war on for the soul of humanity.,There is no such thing as too much information.,,
524972443308683264,Thanks to Amy for the link.,,There was a similar incident in Canada.,A car was hit by a terrorist.
524975705206304769,The meeting was cancelled due to bad weather.,,,The CBC has cancelled the hockey game between Ottawa and Vancouver.
524980744658382848,,,It's been confirmed that it's not true.,Alerts are being sent to CBC.
524981436252950528,,,There is no such thing as too much information.,There was a shooting in Ottawa.
524983581983375360,There were two shooting incidents in Ottawa.,Askew shares his views on Twitter.,There were no such incidents reported.,There was a shooting at Parliament.
524990163446140928,There were 3 shootings in the city.,There were two shootings in Ottawa today.,There's nothing to see here.,
524991576163250176,The police are looking for two suspects.,There was a shooting at a hotel.,There is no such thing as a free lunch.,There is more to the story than meets the eye.
524993533212897281,It is a possible terrorist attack.,,What do you want to know?,There's a lot of information about the Internet.
524995771587108864,It's a sad day at work.,Savage shares his views on politics.,,Mike shares his thoughts on Facebook.
525003468659228672,The job is to serve others.,The following is a tweet from Sean.,,The photo was taken before the shooting.
525019752507658240,,There is no such thing as too much information.,ArmedResearch is looking for the source of the photo.,@CindyPom wants to know if it's true.
525023025792835585,Cirillo has been killed.,,,Gray's life was cut short.
525025279803424768,,,,Canoe sends condolences to the family of the fallen soldier.
525025463648137216,Nathan died of a heart attack.,,,It's too late for him.
525028734991343617,"It's OK, it's okay.",,It doesn't need to be said.,People should be armed and vigilant.
525032872647065600,There was a car accident in Canada.,There's a discussion to be had.,It doesn't make sense to me.,There is a high risk of terrorist attack in Canada.
525049639016615937,Mauler is not a good person.,Mauler shares his views on politics.,,Mauler's wife passed away.
525056576038518785,A soldier has died in a shooting.,There was a shooting in Canada.,,A young man was shot and killed in Canada.
525058976376193024,It's going to be a long day.,,I am sad that some people don't like me.,There is no such thing as too much information.
525060425184858112,It's been a busy day.,The man was shot and killed.,A video of a man performing is available on YouTube.,@cnnbrk is not in English.
525068915068923904,There is no such thing as too much information.,,,Romeo and Juliette are going to meet.
529540733020405760,It's over and it's gone.,,The show is already sold out.,"Prince wants to go to the museum, but it's too expensive."
529653029747064832,,There is no such thing as too much information.,,@davidley is on Twitter.
529654186791944192,,,There is no cure for cancer.,Prince is going to perform in Toronto.
529660296080916480,,,,Mike is going to send a message to his friends.
529687410611728384,There is no such thing as too much information.,,,LaFlamme is going down Victoria Street.
529689679411810304,,Freekman is an actor.,,The concert starts at 7 pm.
529695367680761856,,The concert was attended by many people.,The following files are available to download.,It's Prince's birthday today.
529695483661664257,,,,@Stazie_15 is a fan of Prince.
529713467184676864,The Secret is coming to Toronto tonight.,The following files are available to download.,,There is no such thing as too much information.
529716453792956416,,,,The event is free and open to the public.
529720273285566464,Prince will not be performing tonight.,,There will be a party tomorrow.,Prince will not be performing at LiveNation tonight.
529739968470867968,The game is on at 7 p.m.,The band is not playing tonight.,There is no answer to the question.,The game is not playing tonight.
53czp3,,,This is not a paid advertisement.,Google makes a lot of money from YouTube.
544268732046913536,,,,A siege is taking place at Sydney's.
544269749405097984,,,The author is a freelance journalist.,The situation in Martin Place is unfolding.
544271069146656768,,@KristyMayr7 is wrong.,There is no such thing as fake news.,There's a fight going on at the cafe.
544271284796784640,,,,It's a bad day for Muslims.
544271362022338560,The author tweets as @zulubravo.,The following is a tweet from Andrew.,There is no cure for cancer.,Andrew and Jess discuss the situation at the mosque.
544272537341812736,There is no such thing as a free lunch.,The link to the article is at the bottom of the post.,It's illegal to carry a gun in Australia.,There are people in Australia who are being held up by the government.
544274544174071809,There's a lot of crying going on.,It's not the same as it used to be.,There is no such thing as too much information.,@exjon and @mermayden don't like the idea of waterboarding.
544274934835707905,It's good to be on the BBC.,,There is a conflict between BBC and Al Jazeera.,BBC is covering a terrorist attack in Sydney.
544277117039837184,There are too many Muslims on Sky News.,The people are more important than anything else.,There is no god but Allah.,Aust wants to know what is wrong with Islam.
544277860555710464,,It's not a good idea to kill people.,There is a live feed at YouTube.,@KEEMSTAR wants to know if it's true.
544278335455776769,A protest is being held in Sydney.,The flag is not an Islamic symbol.,What do you like about this article?,The meeting is being held in Sydney.
544278985249550337,The following files are available to download.,,There is a problem with the internet.,The app does not work in the UK.
544282005941530624,There is no such thing as a free lunch.,,,The New York Post has been attacked by Isis.
544282227035869184,Gunmen took hostages at a cafe in Sydney.,It's not the same as it used to be.,,The world is in a bad way.
544283772569788416,Siege in Sydney is live on Sky News.,Theresa is a freelance journalist.,,Sky News is broadcasting live from Sydney.
544287209730236416,The Sydney Opera House has been evacuated.,,On Twitter @cberkman,My prayers go out to the good people of Australia.
544288681021145090,Up to 20 people are being held hostage in Sydney.,Shayann is a freelance journalist.,,There's a fight going on in Sydney.
544289311504355328,,,,Simon is responsible for this mess.
544289409294553088,"In fact, he put it into perspective.",It's the same old story again.,It's time to change the channel.,@latikambourke is on the list.
544289941996326912,Australian's Twitter account has been suspended.,People should not have to comment on everything.,There is no cure for cancer.,
544290258951892992,The situation in Sydney is ongoing.,,,There's a fight going on in Sydney.
544291804057960448,Anon shares a link to a video.,,Anon shares his opinion on this topic.,TheAnon is asking for privacy.
544291965513134080,,It's not as easy as it looks.,There is nothing wrong with Sharri.,SharriMarkson has posted a picture of a man with a gun.
544292129972170752,There appear to be problems with the internet.,Anon is spreading false rumors.,Anon is not a reliable source of information.,@JSchoenberger has sent a message to @TheAnon.
544292670336925696,,The place is not near the airport.,,Anon wants to know if it's true.
544293753130082305,Rundfunk is on Twitter.,Theresa is going to meet with the police.,There's more to life than meets the eye.,The Internet is a dangerous place.
544294893146091520,Sydney is hosting a party tonight.,,There are hostages in the BBC building.,The situation in Sydney is getting worse.
544297696308518912,There is a hostage situation at the Opera House.,It has nothing to do with religion.,It's only just started to snow.,@FoxNews and @ShepNews are reporting on a terrorist attack in Syria.
544301453717041152,,,,There is a security situation in Sydney.
544305540286148609,,,,The DailyMail sent a picture of a man wearing a black headband to Twitter.
544305745416581120,,,,Police are holding a meeting in a cafe.
544306402731507712,,,,It's time to start looking for work.
544306719686656000,It's a good thing to be careful.,Aussies are not allowed to use Twitter.,There is no such thing as too much information.,Jon wants to know if he should leave the country.
544309275141885952,There are 50 hostages at the café.,"The number is close to 1,000.",,There was a mass shooting in Australia.
544310853613281281,The cafe is part of a larger plot.,Sydney is not happy with the coverage of the event.,,Sydney wants to know if it's true.
544314234541469696,Uber charges $1.50 per ride.,They are all safe and sound.,There's a problem with Uber's pricing.,Uber introduced surge pricing in Sydney during a siege.
544315472075042818,,,There are no details available at this time.,The US consulate in Sydney has been evacuated.
544319274072817664,There's a lot to do.,There is no such thing as a perfect world.,There is no such thing as too much information.,@tomstein wants to know where the terrorist is.
544319832486064128,There is no such thing as a free lunch.,The situation in Sydney is very serious.,A fight broke out in a cafe.,@zclove is waiting for the news.
544324444773433348,Uber has hiked prices in Sydney.,There's a problem with Uber.,Riding a bike is difficult.,Uber charges $20 for a ride.
544328894812549121,The Internet is a wonderful thing.,There's a rumor about a CIA operation.,The internet is a dangerous place.,Anonymity is the enemy of truth.
544329935943237632,Uber is trying to increase the cost of rides.,Uber is charging more for rides.,Uber is charging more for rides out of Sydney.,Uber is giving away free rides.
544333764814323713,It's not what you think it is.,,"According to him, it's not true.","@princekhattab, @majanahi and @fredwillie don't want to read too much into Muhammad's statement."
544350567183556608,,,The war on terror is over.,On Twitter @lucethoughts
544350712365207552,Sydney is getting safe passage.,,The report is available on-line.,
544352727971954690,The following files are available to download.,On Twitter: @haurie,There's a war on for your mind.,There is no such thing as a free lunch.
544358533819420672,The siege in Sydney is ongoing.,The fight is still going on.,The conversation is still going on.,Gurmeet Ram wants to save All Hostages in Sydney.
544358564484378624,The following files are available to download.,,The subject of the article is unknown at the moment.,
544367462012432384,The only way they're going to survive is if they don't talk about it.,,The police are looking for 3 hostages.,The news is not good for the hostages.
544374511194632192,There is no information about the hostages at the moment.,Theresa is a freelance journalist.,On Twitter: @gabriela.,"It's ok, it's better than nothing."
544380742076088320,There's a lot to unpack.,,,Carolinemarcus wants to know why people are taking pictures of her.
544381485591982083,@TroyBramston is getting his news from Channel Ten.,There is no such thing as too much information.,,Troy shares a video with his followers.
544382892378714113,The following files are available to download.,,The following files are available to download.,@BuzzFeed shares a photo of a girl.
544391176137089024,There's a fight going on in Sydney.,,Theresa is asking for help.,@cnni wants to know if Barack Obama is a terrorist.
544391533240516608,,,,Sydney has a new cafe.
544399927045283840,,There is no such thing as fake news.,There is no such thing as free will.,BBC is reporting that hostages are being held in a cafe.
544462330105712640,The link to the article is not working.,The post was edited by @smh.,There is no evidence to support this claim.,Garred is impressed with the news coverage of Hadley.
544476808566276097,This video is from the Sky News.,"According to Wikipedia, the Internet is a public utility.",This post was contributed by a community member.,@SkyNews and @niccijsmith want to kill him.
544491151118860289,,It's time to get on board.,,@PzFeed thinks it's weird.
544504183341064192,There is no such thing as too much information.,,,@staronline wants to know what happened to the girl.
544510450101415936,There is a problem with the internet.,,The following files are available to download.,There are hostages in a cafe in Sydney.
544511199702822913,,,Sydney is on Twitter.,Sydney is on Twitter.
544512108885725184,There's a rumor going around that there might be a bomb in Texas.,,There was an explosion in Texas.,Sydney is having a bad day.
544512664769396736,The following files are available to download.,,Johannes is a journalist.,The following files are available to download.
544512676643500033,,,,Sky News has a new video of a plane crash.
544512910538838016,,,The police are on the way.,There was a shooting at a cafe in Sydney.
544513524438155264,,,,Thanks to Rob for the link.
544514564407427072,,,,The Daily Mail has been hacked.
544514570367168512,Fox News is showing a video of hostages.,There is no update on the situation.,The writer is a freelance journalist.,The video is from Fox News.
544515538383564801,Joyce is angry at the way people talk about her.,,There is no such thing as a happy medium.,@Joyce_Karam wants to know why he wasn't arrested.
544517264054423552,,,,The siege in Sydney is over.
544518335019229184,At least two people have died in Sydney.,Richelle is a freelance journalist.,It's what's happened to the guy.,NewsNetwork reports that at least two people have died.
544520042810200064,,,,The conversation is over at Facebook.
544520273718812672,They are all safe now.,The following people have died recently.,There's nothing to be said about it.,It's been a long day for Angus.
552783667052167168,,There are many sides to every argument.,There is no such thing as too much information.,There was a shooting in Paris.
552785375161499649,There is no such thing as free will.,,,There is no such thing as freedom of speech.
552788945017516032,There's a lot to be said.,,What else could have been the cause of the fire?,@tnewtondunn and @mehdirhasan are not allowed to talk about religion.
552791196247269378,At least 10 people were killed in Paris.,A man has killed his own son.,,It's a sad day in France.
552791578893619200,There was a shooting in Paris.,There is no such thing as too much information.,,Eleven people were shot at the offices of Charlie Hebdo magazine in Paris.
552792544132997121,,,Raja is in London now.,Chemayel and Raja are angry at Independent.
552792802309181440,Two people were shot dead in Paris.,,There is no such thing as free will.,There was a terrorist attack in Paris.
552792913910833152,At least 11 people were shot in Paris.,,,The future of France is uncertain.
552793679082311680,Sylvie is at work.,,,The photo of the journalist is from Telegraph.
552802654641225728,The number of people killed in the Paris attacks is still at large.,,Theresa is a freelance journalist.,The Internet is full of misinformation.
552805488631758849,A man was shot and killed in Paris.,@cnnbrk is full of lies.,,@cnnbrk and @hassanbasmer are angry about the attacks on Muslims in France.
552806309540528128,The cartoonists are talking about Charlie.,It's not a matter of opinion.,,"Colvinius, Suzanne and"
552806757672964097,12 people have been killed in Paris.,The deadline for getting health insurance is tomorrow.,,Sebastian is on Twitter.
552810448324943872,There is no place in Islam for violence.,There is no such thing as too much information.,,There is a conspiracy against Islam in the world.
552811386259386370,At least 12 people were killed in the Paris attack.,There is no such thing as a gun.,,At least 12 people were killed in Paris.
552814494381256704,Hebdo's editor-in-chief was killed.,Sputnik is on Twitter.,,The editor-in-chief of Sputnik has died.
552816020403269632,,On Twitter @mjrharris,,There is no justification for their actions.
552821069036670976,HuffPost is on Facebook.,,,@HuffPostUK is saddened by Charlie Hebdo's death.
552832817089236992,The man is wearing a hood.,,,A police officer was shot and killed.
552833028201144320,,,,@RT_com wants to know why Muslims are killing each other.
552834961762709505,,,,@RT_com and @NoopurTiwari want to know who is behind the attack on Muslims.
552848620375261184,They are members of al-Qaida.,On Twitter @jason_c.,They are having a laugh.,They are trying to one-up Charlie Hebdo.
552978099357237248,The following is a transcript of a podcast.,,,There is no such thing as too much money.
552978184413921281,Banksy's got it right.,,,On Twitter @juliamac
552982613288157184,There is no such thing as too much money.,,,Banksy is a beautiful person.
552984502063337472,,The following people died in the attack.,,"According to Wikipedia, Charlie died."
552996335319007233,On Twitter @tonyjdell,It's easy for me to spot you.,,Jefferson and Mama are angry at Obama.
553107921081749504,On Twitter: @mike_hilary,There is no such thing as too much information.,,There was an explosion in a restaurant.
553152395371630592,The following link is shared by @,,The conversation on twitter is about a cartoon.,Lucille Clerc shares a funny tweet with BBC Trending.
553160652567498752,The police are looking for an executioner.,"According to the BBC, he is wanted in Paris.",,There is nothing to hide at ABC.
553164985460068352,There was a robbery at a petrol station.,,The details have not been made public.,They are trying to kill Muslims.
553184482241814530,,On Twitter @juliamac,Juliam is on Twitter.,@juliamacfarlane and @dangillmor think the police are not very well-trained.
553197863971610624,@andreemurphy agrees with that.,,There is no such thing as too much information.,The last person killed in Charlie Hebdo attack was a Muslim.
553212962044149761,,,There is no such thing as too much information.,It's going to be a big day.
553221600955621376,,,,"Armed with knowledge, she can do anything."
553461741917863936,There is no such thing as free lunch.,There is no such thing as too much information.,It's not easy to be a good person.,There's an interesting video on BBC's Twitter account.
553467311261503488,,,,It's good to be alive.
553470492565602305,,,There's more to come.,It's too late to change the subject.
553474188259102720,,,They were well known by the name of,The police are looking for the perpetrators of the crime.
553476490315431937,,,,There was a fight and some people were hurt.
553476880339599360,,The following files are available to download.,,
553478289474740224,There was a shooting in Paris.,,,France will not tolerate terrorism in its country.
553480082996879360,,There's a lot of work to be done.,,There was a shootout in Paris.
553486439129038848,There is no such thing as too much information.,There is no such thing as a free lunch.,,The airport is closed due to a terrorist attack.
553489393202499584,There's a war going on in Paris.,,,@TIME sends a message to the girls.
553501357156876290,People are dying because of their religion.,"""I don't think they would be happy with that.""",,The BBC broke the news.
553503184174710784,Hebdo is prepared to die.,They will die as they are.,,@RT_com wants to kill Muslims.
553505242554175489,Vietnam War Memorial Day is tomorrow.,,The following files are available to download.,@cnni wants to talk to the police.
553506608203169792,There is no such thing as too much information.,,There is no way to get past the police.,BBC broke a story about a car chase.
553508098825261056,The Internet is a dangerous place.,There are no such things as freebies.,,@NBCNews wants to kill the terrorists.
553512735192141826,,There is no connection between the two events.,,There was no mention of it on Sky News.
553518472798683136,The suspects are holed up in the north of Paris.,,,AP wants to take Paris hostage.
553531413459660800,It's a sad situation for him.,,There was a shooting at a gas station.,There is a break in Sky News.
553534838880608256,There was a shooting in Paris.,,The following files are available to download.,There is a hostage situation in Paris.
553535829017370625,There are at least five hostages in Paris.,,,There is a war going on in France.
553538058440941568,There's a shooting in Paris.,,,Shots were fired at a kosher market in Paris. Several people were injured.
553543369604210689,There is no such thing as a bad day at the market.,,The link is broken and there is no rewind.,Middleton wants to go back to sleep.
553544252563935234,At least two people have been killed in Paris.,There is no such thing as too much information.,,There's a fight going on in Paris.
553544694765215745,There was a shooting in Montrouge.,,,There is no such thing as too much information.
553548567420628992,There is a link to this article.,The following files are available to download.,Shiraz wants to know what happened to the man.,Shiraz wants to know if there is a connection between the two incidents.
553549686129561600,The police are looking for the suspects.,,,There was a shooting at a kosher store in Paris.
553550301886955520,One person has been injured in a shooting in Paris.,,There were no injuries in the incident.,Two people were killed in a shooting in Paris.
553553288625672192,,,There is no such thing as a free lunch.,"According to Magnus, AFP is responsible for the attacks in Paris."
553558982476828674,,,Leibović's niece has died.,Leibovich is on Twitter.
553561170637238272,All shops in central Paris are closed.,The shops are closed in Paris.,All shops in central Paris are closed.,All shops in central Paris are closed as a precautionary measure.
553566026030272512,The show is on at 7:30.,,There's a lot of information about how to do it.,It's not a good time to discuss politics.
553575232867672064,The police are holding at least 5 people.,There is no such thing as too much intelligence.,,There is a war on for your soul.
553576010898497536,There's a fight going on in Paris.,There's a fight going on in Paris.,,There was a shooting at a store in Paris.
553579224402235393,There's a problem with the website.,The writer is a freelance journalist.,There is no such thing as too much information.,@cnni and @DAVIDMDRAIMAN don't want the hostages to die.
