source_id,cluster_id,tweet_ids,centroid
3e7pye,1,"ctdcsfx,ctc9isb,ctd6fcw",ctdcsfx
3e7pye,2,"ctdmxn4,ctf7of6,ctd5nu9",ctd5nu9
3xqilx,0,"cy6ykvm,cy74mbb",cy74mbb
3xqilx,1,"cy755we,cy72bn5",cy72bn5
3xqilx,2,"cy755we,cy72bn5",cy72bn5
443938194715713536,0,"443939406823436288,443941649555533825,443953494765367296,443941090115088384",443939406823436288
443938194715713536,1,"443942694612508673,443940443219570689,443940322209329152,443941497541754880",443940322209329152
443938194715713536,2,"443939729071820801,443941459134140417,443942694612508673,443940322209329152",443940322209329152
46uw4y,0,"d081ari,d084ldi,d081cmd,d0969z7,d086kip,d08597x,d087xoy,d081dlt,d08161h,d084h6u,d0951dv,d083b4n,d08hak9,d085uol,d081s06,d08ckjl",d0951dv
46uw4y,1,"d08364h,d088wn5,d083d42,d08f9z5,d08lgcs,d08eqr9,d082rsr,d084onh,d094hu6,d08dkld,d08kubn,d08g5m2,d083wox,d0827k7,d081ko9,d082dhu",d081ko9
46uw4y,2,"d08f9z5,d08cyxm,d082p4x,d08eqr9,d083hb1,d08obpp,d08dkld,d081ko9,d08h424,d08mg4n,d086sda,d08818e,d08gzrz,d081pxw,d08269n,d08697y",d081ko9
46yxoy,0,"d0ac82t,d08y9vc",d0ac82t
46yxoy,1,"d08w400,d096cv8",d096cv8
46yxoy,2,"d0ac82t,d096cv8",d0ac82t
498280126254428160,0,"498283789744103424,498282494387843072",498283789744103424
498280126254428160,1,"498280920227794945,498283789744103424",498283789744103424
498280126254428160,2,"498280920227794945,498323335965868032",498323335965868032
498293668655423488,0,"498300617392406528,498314401427251200,498334502041956352,498293953582866432,498298019045847040,498320393296289794,498294365630910466,498312078243819520,498299653935603713,498295399682441217,498293763387568128,498295324029747200,498330480991670274",498300617392406528
498293668655423488,1,"498300617392406528,498314401427251200,498334502041956352,498293953582866432,498298019045847040,498320393296289794,498294365630910466,498312078243819520,498299653935603713,498295399682441217,498293763387568128,498295324029747200,498330480991670274",498300617392406528
498293668655423488,2,"498294492743483395,498293964748124161,498293963183652864,498314731690946560,498314140436684800,498293880820076544,498318523719229441,498299535702368256,498294714026983424,498294706355601409,498297185834786816,498297997118435329,498299548625018880",498314140436684800
498430783699554305,0,"498433698149056513,498471393538093056,498465487635099648,498488174923227136,498488821197991937,498432131669192704,498448625643831296",498432131669192704
498430783699554305,1,"498453364045529088,498454395248721920,498452989930401792,498451864112074752,498452460881870848,498474828278804481,498453873124970496",498451864112074752
498430783699554305,2,"498452460881870848,498440508256292864,498521904396115971,498453364045529088,498504798971650049,498452989930401792,498453873124970496",498440508256292864
498486826269548545,0,"498497482590937088,498502827510341632,498496875692326913,498497405546135552,498494110228283392",498496875692326913
498486826269548545,1,"498497482590937088,498497405546135552,498496612596191232,498502714289324032,498496875692326913",498496875692326913
498486826269548545,2,"498488800717193216,498547612740763648,498490564887990272,498546719244578817,498550990971613185",498490564887990272
499366666300846081,0,"499374160121184257,500473967509909504,499367096875114497,499371059385098240,499368327530414080",499374160121184257
499366666300846081,1,"499369499662245888,499628894714986497,499378276671176704,499369079288123392,499447049440743424",499369079288123392
499366666300846081,2,"499369499662245888,499628894714986497,499378276671176704,499435388508073984,499369079288123392",499369079288123392
499368931367608320,0,"499452664053104642,499449102908653570,499459462965362688,499435529130504192,499596052623028224,499580023901519872,499586042752557056,499385991292280832,499448422127394816,499571259730976771,499386359841554432",499386359841554432
499368931367608320,1,"499452664053104642,499435529130504192,499449102908653570,499459462965362688,499580023901519872,499596052623028224,499586042752557056,499448422127394816,499570907602767872,499447660777316352,499571259730976771",499459462965362688
499368931367608320,2,"499665170390470658,499427932935180289,499369781846233088,499370418445508608,499447388025921536,499434486804000768,499369111663550465,499596317413621760,499377993153019904,499370097698291713,499435314373734400",499370097698291713
499456140044824576,0,"499456567990026240,499456558125023233,499462501998665730,499538759076282368",499456567990026240
499456140044824576,1,"499555936969957376,499458379555684353,499462325544304640,499460810704302080",499460810704302080
499456140044824576,2,"499462325544304640,499460810704302080,499555936969957376,499462679736496130",499460810704302080
499530130487017472,0,"499551016300593152,499623513435947009,499532079873261568,499685061956882433,499533162028883969,499538648023719936,499531355651579905,499534240254803968",499531355651579905
499530130487017472,1,"499537282177978368,499538983215706112,499623513435947009,499533154219474944,499533285387960321,499532946412687360,499532679059374081,499533751513518080",499532679059374081
499530130487017472,2,"499533764088049664,499534297662246913,499534535764480000,499532679059374081,499536346210652161,499532946412687360,499537282177978368,499532400293335040",499532679059374081
499612545909415938,0,"499692833121783809,499612832363581440,499693411130429443,499991648232017920,499694054226284544,499990307291664384,499689772928204800,499641023950512128,499619405576544256",499990307291664384
499612545909415938,1,"499612667430977536,499919010625253376,499752447930155008,499691687326007296,499688811300151297,499620018951561217,499755375642816512,499921932645433344,499691339995709440",499752447930155008
499612545909415938,2,"499693411130429443,499692833121783809,499612832363581440,499694054226284544,499991648232017920,499690552821284864,499990307291664384,499641023950512128,499773548202688512",499990307291664384
49l01s,0,"d0t8cib,d0t52xv,d0tncah,d0ti52g,d0t21au,d0stez6,d0t9zhf,d0t6or3,d0t81g1,d0sxkjm,d0sut6h,d0ss134,d0t6uey,d0t6fxo,d0t7zrp,d0spd4e,d0so6nr,d0t8v1r,d0t6wc5,d0sp3eg,d0tfvl9,d0t6023,d0sovt4,d0ss3e5,d0sumqj,d0t79yj,d0su15x,d0t4xfy,d0sp3e0,d0t6mwp,d0sz3iy,d0soqqq,d0su7d4,d0sso8y,d0t8ed1,d0swh9h,d0uknlz,d0uhh5t,d0so3z5,d0t59nb,d0t6fdt,d0snnf9,d0t570o,d0t6tqs,d0t5w2y,d0srqlc,d0tbuu7,d0ukl4s,d0sp75o,d0swio4,d0t22ov,d0t6hfd,d0t7zmb,d0ta8x6,d0sp587,d0t8ivb,d0srmdk,d0t8gfb,d0t5zw4,d0smwkj,d0tbqui,d0snr2f,d0t7en9,d0t97wy,d0suh4c,d0tah3w,d0st7oz,d0t4txd,d0ta15q",d0sp3e0
49l01s,1,"d0th7y5,d0st9rq,d0t8fwd,d0thpei,d0t9scw,d0t90lj,d0t8zbx,d0t7f9d,d0t2mif,d0st6p1,d0srm52,d0snuqq,d0t6z7v,d0t6et0,d0t7189,d0texoj,d0snspk,d0sqps1,d0srtnc,d0snnkv,d0t7s73,d0spyrj,d0t6tpw,d0t8au4,d0t88ur,d0t21uc,d0taxe9,d0swisf,d0t7nxg,d0smn63,d0t7dkh,d0smpm9,d0t71ry,d0snpy5,d0sq4nd,d0sp1h6,d0t53d9,d0suw1g,d0t5vq5,d0sp26s,d0t7kf1,d0ta7n2,d0t5453,d0so55e,d0sos17,d0t8xxc,d0th5nb,d0spa5h,d0sn1em,d0ta8x6,d0snl0j,d0t9o7m,d0t8woe,d0spppb,d0t9dne,d0sqnca,d0spzen,d0u159y,d0sp9xx,d0sqt52,d0t3icb,d0t7jfo,d0so4tf,d0t7n7y,d0sorb5,d0t7f8a,d0sq7sk,d0t7d3m,d0t55bd",d0srtnc
49l01s,2,"d0tfvl9,d0smpm9,d0t7zrp,d0te524,d0t5w2y,d0tbhlb,d0t3icb,d0t6g7c,d0ti52g,d0t53d9,d0t7dkh,d0sp26s,d0smn63,d0t8au4,d0swisf,d0t63v5,d0t5rol,d0t8u90,d0t7f2w,d0srgy7,d0snhnf,d0t5p3e,d0uko4q,d0t6tpw,d0t71ry,d0t7f8a,d0t894t,d0sqt52,d0t7b62,d0soznk,d0ta9z1,d0te8m6,d0t8cib,d0son7o,d0srkxx,d0sosz5,d0sp3eg,d0sub5k,d0t7z6p,d0so4tf,d0t53az,d0t4xfy,d0snr2f,d0t5b3i,d0srht3,d0t6tqs,d0t9av2,d0t5wer,d0st4iu,d0t88ur,d0sn1em,d0srxke,d0t8kd1,d0sp781,d0t7en9,d0t7jfo,d0th9zk,d0t72fs,d0t8gfb,d0t5zw4,d0sy05r,d0t82ko,d0uknlz,d0tah3w,d0t7yde,d0t6fdt,d0t8u8p,d0t20eo,d0sp1h6",d0t8cib
4c7iec,0,"d1gd0ig,d1gk4hc,d1gtfqp,d1gktbl",d1gktbl
4c7iec,1,"d1hwu7p,d1hwkyx,d1gseex,d1gqavu",d1hwkyx
4c7iec,2,"d1gk4hc,d1gdbx9,d1gd0ig,d1gqavu",d1gqavu
4dfdvo,0,"d1uyinv,d1qj24g,d1rfaf8,d1qk6s6",d1qj24g
4dfdvo,1,"d1uyinv,d1r5goy,d1v23gd,d1qk6s6",d1v23gd
4dfdvo,2,"d1r2vji,d1r5goy,d1ql4bd,d23k9ry",d23k9ry
4eo2zi,0,"d22hmfy,d22s5oh,d2j6r45,d22hmx7,d22s6uc,d21waag,d21zee6",d2j6r45
4eo2zi,1,"d235ehg,d242zjm,d24f750,d22hmfy,d21waag,d21zee6,d22gr7t",d235ehg
4eo2zi,2,"d21w470,d21uy7o,d232kwo,d226sf6,d23xpz9,d232mk7,d226ype",d21w470
4ycnf5,0,"dauj6t7,d6nws79,d6nvepv,d6nvv7i,d6o22cw,d6mrnub",d6mrnub
4ycnf5,1,"d6nuv1t,d6mn0wg,d6o37hh,d6mskmq,d6mry0q,d6n4e3o",d6nuv1t
4ycnf5,2,"dauk0to,d6ptofz,d6o2m3y,dauj6t7,d6nws79,d6nvv7i",dauk0to
500258409988763649,0,"500259034755526656,500270212198174720,500260909994885120",500270212198174720
500258409988763649,1,"500259034755526656,500260909994885120,500259232764411904",500260909994885120
500258409988763649,2,"500258778122420225,500270734934282240,500258777057480706",500270734934282240
500270780832174080,0,"500279384075685888,500277616587587584,500313330930966529,500274134094319618,500272785428860928",500272785428860928
500270780832174080,1,"500282815796494337,500278197447966722,500274502652411904,500277729863159808,500271679273054208",500282815796494337
500270780832174080,2,"500282815796494337,500277729863159808,500278197447966722,500271679273054208,500274502652411904",500282815796494337
500278045597368320,0,"500338161370034177,500335190146056192,500292092032471040,500289844728565760",500335190146056192
500278045597368320,1,"500278888216268800,500280986845073408,500312413930291201,500292092032471040",500278888216268800
500278045597368320,2,"500280315429289985,500278540391440385,500278685698519041,500281543823458304",500281543823458304
500279160795721728,0,"500304493146157056,500303330825216000,500304668699156481,501384325913665536,500319394325479424,500304234404130816,501336276285788160,500939702565105664,500938515367342080,500301270532370433,500320115632918531,500317100704288768,500964275373244416,500303942040186880,501720931803602944,500303993805889537,500317233047142401,500320061425729536,500302378931716096,500301494193627136,500568852959608833,500319932585111553,501760642928635904,500311345665810433,500313282184761344,500303952391331843,501714124771168257,500930761818509313,500300300897751040,500294076273811459,501295330210885632",500304668699156481
500279160795721728,1,"500319932585111553,500304234404130816,500939702565105664,500304493146157056,500303330825216000,500301270532370433,500317233047142401,500304668699156481,500319394325479424,500320061425729536,500938515367342080,500303952391331843,500303942040186880,500317100704288768,501384325913665536,500320115632918531,501714124771168257,500313282184761344,500301494193627136,501336276285788160,501720931803602944,500303993805889537,500964275373244416,500304014765199360,500300300897751040,500961800868098049,500302378931716096,500302889429241856,501761634076217345,500575842268098560,500299354499198976",500304668699156481
500279160795721728,2,"500308563269783552,500304474616119296,500325414917505024,500311553183588352,500279534420525056,500287184847798272,500302395042439168,500292093487886336,501667615350083584,500304544257949696,500292158344417280,500281521841139712,500309759367856129,500298745301729282,500286604129619969,500306362090680320,500304228653346816,500340428701712384,500307074589659137,500310926906490883,500575842268098560,500287454575099904,500344847661006848,500311804518871040,500345332811956224,500961800868098049,500574997921136640,500294985376608256,500312772866211841,500313676654473217,500292183438925824",500313676654473217
500279189405433858,0,"500280380910751745,500279402635067393,500281136816594944,500280663065772032,500280396010229760",500281136816594944
500279189405433858,1,"500286793632071681,500279483732361216,500285663271718914,500279473187860480,500279528225120256",500279483732361216
500279189405433858,2,"500280380910751745,500280663065772032,500281136816594944,500279402635067393,500280396010229760",500281136816594944
500280249629036544,0,"500285535882338304,500300618645655552,500300359643181056,500287787925786624,500283383394476035,500289724318486528,500321294119084032,500288402106118144,500286668885483521",500285535882338304
500280249629036544,1,"500290788962865152,500281998166863873,500282038763929600,500299371968094208,500300873277652992,500288540295852032,500280982394904576,500297205149085696,500287740056178688",500288540295852032
500280249629036544,2,"500300359643181056,500300618645655552,500314097649733633,500287787925786624,500289724318486528,500300390832041985,500301015481348096,500321294119084032,500283383394476035",500300359643181056
500280422295937024,0,"500283944089423872,500281906320404480,500284169382289409,500291568361041920",500283944089423872
500280422295937024,1,"500283535769759744,500282657037496320,500282011982913539,500289950735400961",500289950735400961
500280422295937024,2,"500291568361041920,500290872479449089,500284024162488321,500283809989132288",500284024162488321
500280838710247424,0,"500291543631429632,500284989565448192,500285250791288832,500313005855617024,500301459469373440,500285916494061568,500284524971188224,500302632641396736,500284605770235904,500286677303058432,500282527559720960,500281916658958337,500284160100294657",500285250791288832
500280838710247424,1,"500291543631429632,500284989565448192,500313005855617024,500285250791288832,500301459469373440,500285916494061568,500284605770235904,500284524971188224,500302632641396736,500286677303058432,500284990345981952,500285527820890113,500284160100294657",500285250791288832
500280838710247424,2,"500283123532570624,500282616289828864,500282169227755520,500282726298054656,500284241985683456,500282858737778688,500284767196430337,500282025543499777,500283424477687808,500283973239865345,500284023340818433,500285795002236928,500330934118658048",500285795002236928
500281094239817728,0,"500306952241840128,500281536919642112",500281536919642112
500281094239817728,1,"501730232790183936,500281536919642112",500281536919642112
500281094239817728,2,"501145902007222272,501730232790183936",501730232790183936
500281131057811456,0,"500323392864919552,500308342599061504,500312191090712577,500281475141357568,500283216847446016,500295061595521024,500283799708499969",500312191090712577
500281131057811456,1,"500312191090712577,500308342599061504,500281475141357568,500323392864919552,500295061595521024,500282369023430656,500283216847446016",500312191090712577
500281131057811456,2,"500281427494043648,500283406962663424,500282657125572608,500281983885672448,500283469864239104,500283804272328704,500281613561761793",500283804272328704
500284699546517505,0,"500286059885125632,500297607475105792,500286470150967296,500286352605577218,500365550351290371",500297607475105792
500284699546517505,1,"500286862255464448,500285091394764801,500299770968408064,500285913906565120,500299056934289408",500299770968408064
500284699546517505,2,"500285091394764801,500286862255464448,500285141370298368,500285913906565120,500286154944827392",500285141370298368
500286058664579072,0,"500367357198745600,500317606717693952,500315069142405120,500316980130619392,500298817531432961,500659434558087168,500316855157137408,500302249974059008,500301417869869059,500300875844583424,500298645494067200,500301956989349888,500300308145528832,500290579075715072,500290490382942209,500290809678536705,500300092054974464,500289833651429376,500290256928014336,500288027705741313",500290256928014336
500286058664579072,1,"500289033650446338,500289557624287234,500290943849725952,500297133841731585,500289666290294784,500286538878427136,500287363361546240,500301215461548032,500303315843170305,500286680381665282,500287325621198848,500289895706144768,500434967177224193,500294827351621632,500288302100918272,500289645301989377,500290288221687808,500288040963964928,500295232399757312,500287728064688130",500297133841731585
500286058664579072,2,"500317606717693952,500316980130619392,500367357198745600,500315069142405120,500298817531432961,500290490382942209,500316855157137408,500302249974059008,500301417869869059,500300875844583424,500298645494067200,500659434558087168,500301956989349888,500290579075715072,500300308145528832,500288027705741313,500298076914221056,500289833651429376,500288271650684928,500298509870837760",500290490382942209
500288349924782080,0,"500288555600871424,500289681062248451,500288663931334656,500289931097296897,500289400572768257",500289681062248451
500288349924782080,1,"500290845166542850,500290573182730240,500294596707254272,500290674957504513,500289655829712896",500290845166542850
500288349924782080,2,"500290845166542850,500294596707254272,500289001446588417,500290573182730240,500289400572768257",500290845166542850
500290456845299714,0,"500306929412210688,500306603233386496,500297910047604736,500294975481843712,500305311647817729,500306749090324480,500306310450003968,500299937771692032,500291600501600258,500303419027247104,500303314106720256,500297571856678912",500297910047604736
500290456845299714,1,"500298596772622336,500297602231853057,500304836798472192,500303660220706821,500293253510754304,500291870736412672,500298472785182720,500298114675539968,500303880820117504,500297800354377730,500305543802519553,500307149398876160",500298596772622336
500290456845299714,2,"500306603233386496,500306929412210688,500305311647817729,500297910047604736,500294975481843712,500299937771692032,500291600501600258,500297571856678912,500303419027247104,500303314106720256,500306749090324480,500293362055151616",500297910047604736
500294803402137600,0,"500296225678045184,500299799267389440,500299040655806465,500295308572893184,500299816971546624,500298399095074816",500295308572893184
500294803402137600,1,"500295853186510848,500298524953939969,500297035879563265,500299463135858688,500297358966808576,500295446578085889",500295446578085889
500294803402137600,2,"500295853186510848,500298524953939969,500297035879563265,500299463135858688,500297358966808576,500295446578085889",500295446578085889
500295393301647360,0,"500308254946516992,500309126438612994",500308254946516992
500295393301647360,1,"500308254946516992,500318081617367040",500318081617367040
500295393301647360,2,"500317948393701376,500316749317697536",500316749317697536
500298588992593920,0,"500302489728876546,500303221605552128,500301962701983744,500303163552198657,500300913312288768,500299885514481664",500301962701983744
500298588992593920,1,"500302120181325824,500300215325188097,500301536627400704,500300962280402944,500301689862098946,500299595046334466",500302120181325824
500298588992593920,2,"500302489728876546,500303221605552128,500301962701983744,500303163552198657,500300913312288768,500299885514481664",500301962701983744
500298752469770240,0,"500324564237578240,500451964283789313,500387816015007744,500323874140323840,500323593805660160,500324120689930241,500454975185879040,500322539814789121,500488971080962048,500322402656878592,500323069836410880,500442407830581248,500452111692595201,500324239652958208,500324396285054976",500451964283789313
500298752469770240,1,"500321978373656577,500311633458364416,500299301415702528,500444523039039488,500431611364524033,500300699738316800,500301979336593408,500310561994047488,500300182844878848,500439803465592832,500413925020934145,500310617686040576,500397966071693312,500322805083553792,500300692285038592",500431611364524033
500298752469770240,2,"500324564237578240,500323874140323840,500387816015007744,500451964283789313,500324120689930241,500454975185879040,500323593805660160,500324845427916800,500323069836410880,500322402656878592,500324396285054976,500488971080962048,500322539814789121,500299923980824576,500324239652958208",500451964283789313
500303431928922113,0,"500305625545318400,500336087613464577,500305500441833474,500308746820927489,500304691985526787,500328120709570561",500305500441833474
500303431928922113,1,"500400826507341825,500306266691219456,500327907114246148,500307986775298048,500304713141600256,500327481052655617",500400826507341825
500303431928922113,2,"500400826507341825,500306266691219456,500327907114246148,500307986775298048,500320646396518400,500303711533408257",500303711533408257
500307001629745152,0,"500319116776198144,500407571153694720,500405250755690496,500384895319818240,500379521900503040,500319011955949569,500379294284001282,500400101097889792,500387313050845184,500385201181052928,500320131239518209,500379159965618178,500402902662262784,500405947253006339,500311158138884096,500381689399369730,500320501475332096,500381784425512960,500386143943139332,500384522840453120,500311885120819200,500384869419978752,500400629739573250,500380753272635392,500404864443105280,500415054559203329,500400890126155777,500315733633806336,500320630156189697",500384895319818240
500307001629745152,1,"500406011543703552,500320602520293376,500309015981989888,500323321519800321,500310883684208640,500384077481259008,500405661864566784,500385894134992896,500315038541156352,500392542853406720,500322465323974656,500415578373627904,500386029791371267,500407281486663680,500402352919445504,500405555282726912,500320974697693185,500406679176241153,500321014816210944,500320052449914880,500383364084686849,500320401369870336,500384718496747520,500385150468116480,500383616283975680,500312144421089281,500321569907150848,500313720145207297,500320369056948224",500321569907150848
500307001629745152,2,"500406011543703552,500320602520293376,500323321519800321,500385894134992896,500309015981989888,500315038541156352,500320052449914880,500322465323974656,500405868244910081,500320974697693185,500386029791371267,500310883684208640,500415239163101184,500406172155777025,500320369056948224,500314894063767553,500315174633766912,500322706760691712,500313920301588480,500321405540786176,500313720145207297,500415578373627904,500310256598011904,500318794862960640,500401666454065154,500378492488253440,500399589417963521,500399398132523009,500315190529773570",500315190529773570
500308076004929537,0,"500318691909959681,500324150519808000,500308482676240384,500311799712198656,500317344997330945,500312223471120384",500317344997330945
500308076004929537,1,"500317273002106880,500309556921384960,500316896299061248,500312045334851585,500308366561124352,500310820635815937",500317273002106880
500308076004929537,2,"500318691909959681,500324150519808000,500308482676240384,500311799712198656,500312223471120384,500317344997330945",500317344997330945
500319675797209088,0,"500322693460131841,500341644873723905,500348247677104128,500714325472866304",500714325472866304
500319675797209088,1,"500348247677104128,500714325472866304,500340602236833792,500714300046974976",500714325472866304
500319675797209088,2,"500320165142495232,500574128609312769,500715098583736320,500348187656601600",500574128609312769
500319801344929795,0,"500325331442892800,500337293375197184,500350142122577920,500348857705041920,501469191216840704,500448504058093568",500448504058093568
500319801344929795,1,"500322285883228162,500321279208341504,500320354892795904,501466955564740609,500320311997640704,500326334464544769",500326334464544769
500319801344929795,2,"500325872583200770,500322285883228162,500331349421879297,500448504058093568,500341401583104000,501469191216840704",500448504058093568
500327106824245249,0,"500328018087514112,500338745359753216,500327704399331331",500327704399331331
500327106824245249,1,"500327704399331331,500328058621280256,500327239419195392",500327239419195392
500327106824245249,2,"500328018087514112,500338745359753216,500332729008160768",500328018087514112
500327120770301952,0,"500345176783458305,500489624851324929,500340654841798656,500327577031307265,500327896670830592,500327538627837954",500489624851324929
500327120770301952,1,"500345176783458305,500489624851324929,500340654841798656,500327577031307265,500327896670830592,500327538627837954",500489624851324929
500327120770301952,2,"500329247148609536,500341555061075968,500330092208218114,500329670232256512,500327721747349506,500327508706074624",500330092208218114
500332933098385408,0,"500337288564723712,500338356387999745,500344751934406656",500338356387999745
500332933098385408,1,"500338356387999745,500343675575361536,500337288564723712",500337288564723712
500332933098385408,2,"500344654319988741,500338593391341568,500345018926645250",500344654319988741
500341884678836224,0,"500342822059646976,500349107672580096,500386248284831746",500349107672580096
500341884678836224,1,"500405557602553857,500343086988677120,500489755373862913",500489755373862913
500341884678836224,2,"500344330046152705,500460605686677504,500489755373862913",500489755373862913
500347114975944705,0,"500368286027354113,500348365746737152,500358410572156928,500350502690115584,500369701240066048,500358715992969218,500348984347860992,500382921476145152,500348911404728320,500355271332757504,500356692560072704,500367139652784128,500368570724155392,500366747506335744,500357905968033792,500348806480035841,500347833774374912,500356545730084864",500366747506335744
500347114975944705,1,"500359448531980288,500358008979722243,500358464325947393,500357862699192321,500359336359518208,500360127522693120,500357394845560835,500355777878835200,500356480432754689,500359294181580800,500352847351775234,500371547496796162,500356297519165440,500374119725031424,500384144405192704,500373700974112768,500369339628126209,500357587997831169",500371547496796162
500347114975944705,2,"500359448531980288,500358464325947393,500358008979722243,500357862699192321,500360127522693120,500359336359518208,500355777878835200,500357394845560835,500371547496796162,500356480432754689,500352847351775234,500384144405192704,500359294181580800,500374119725031424,500356297519165440,500357587997831169,500373700974112768,500369339628126209",500371547496796162
500354773133299713,0,"500356049766219777,500355631627632641,500356193731481600,500357628384788480,500382451324440576,500357119804444673,500355274352234496,500356467548250112",500357119804444673
500354773133299713,1,"500363247355457536,500356049766219777,500378624113909760,500355126666600448,500357628384788480,500355274352234496,500382451324440576,500357119804444673",500357119804444673
500354773133299713,2,"500363247355457536,500356749342560256,500356419921510400,500355119183982595,500355126666600448,500367331424751616,500357475762466816,500386459468439552",500355119183982595
500363126294863876,0,"500382947229581312,500383873482891264,500387635429642240",500383873482891264
500363126294863876,1,"500364276281122817,500363941114298368,500385377656377346",500364276281122817
500363126294863876,2,"500364276281122817,500363941114298368,500385377656377346",500364276281122817
500363740311982081,0,"500368731764424704,500368855051804672,500365432902393859,500369014195896320,500363869081337856,500365021965455360,500365784757968898",500368731764424704
500363740311982081,1,"500373718464757760,500366118234882048,500387022318874624,500368681806073856,500364600668602369,500396711127154688,500391119566282753",500366118234882048
500363740311982081,2,"500369014195896320,500365021965455360,500368855051804672,500364933864103937,500364949215256577,500365432902393859,500363997779361792",500368855051804672
500371149713178625,0,"500371565641756673,500371968831787009,500382019109810176,500498433279811585,500477494307618816,500371435127185409,500372355521462272",500371565641756673
500371149713178625,1,"500487734914723840,500375314128572416,500516393305907200,500372393890557952,500374875253391360,500472043205173248,500371896295120896",500472043205173248
500371149713178625,2,"500375314128572416,500487734914723840,500516393305907200,500372393890557952,500374875253391360,500472043205173248,500372596832350208",500472043205173248
500377145349521411,0,"500407313715302400,500387065650241536,500387923372425216,500398105162821634,500379602435731456",500387923372425216
500377145349521411,1,"500407313715302400,500398105162821634,500387065650241536,500378499891605505,500379220426907648",500407313715302400
500377145349521411,2,"500377411469733889,500386025412104192,500379102353047553,500386677513154560,500378287898918912",500377411469733889
500377906305327104,0,"500379473326665728,500404172140085248,500393198603489280,500415275884244992,500379240299122690",500404172140085248
500377906305327104,1,"500394742966808576,500402817065320448,500557666528542720,500544598268063744,500382569746030592",500544598268063744
500377906305327104,2,"500382569746030592,500387049543725056,500379221504442370,500402817065320448,500557666528542720",500402817065320448
500378223977721856,0,"500379599185125376,500379949463654401,500387422417338368,500382426909392896,500378447597039617,500385105337417728",500378447597039617
