source_id,tweet_id,cluster_id,is_centroid
1jvbd8,cbiol38,2,0
1jvbd8,cbj4pcw,2,1
1uniwn,cek4pgt,0,1
1uniwn,cekioas,0,0
1uniwn,cekj113,0,0
1uniwn,cejwglx,1,1
1uniwn,cejw3pk,2,0
1uniwn,cejwezr,2,0
1uniwn,cejwl8d,2,0
1uniwn,cejz2c3,2,1
1uniwn,cek7pcr,2,0
1x8zke,cf9gbuv,0,1
1x8zke,cf9kwmb,1,1
1x8zke,cf99p9d,2,0
1x8zke,cf9ah9w,2,1
22o24j,cgoqmf6,0,0
22o24j,cgoqua0,0,0
22o24j,cgosp65,0,0
22o24j,cgot5x3,0,0
22o24j,cgotds9,0,0
22o24j,cgoth7x,0,0
22o24j,cgotj5c,0,0
22o24j,cgovgf9,0,0
22o24j,cgoz2di,0,0
22o24j,cgozxp9,0,0
22o24j,cgp1rob,0,0
22o24j,cgp224j,0,0
22o24j,cgp32yi,0,0
22o24j,cgpkpmc,0,0
22o24j,cgpkrlb,0,0
22o24j,cgplad0,0,0
22o24j,cgpldfl,0,1
22o24j,cgoqxdm,1_0,1
22o24j,cgoqyvd,1_0,0
22o24j,cgor04o,1_0,0
22o24j,cgor65b,1_0,0
22o24j,cgor75s,1_0,0
22o24j,cgoscv6,1_0,0
22o24j,cgovloe,1_0,0
22o24j,cgow0ij,1_0,0
22o24j,cgp478v,1_0,0
22o24j,cgp508i,1_0,0
22o24j,cgoqxdm,1_1,0
22o24j,cgoqyvd,1_1,0
22o24j,cgor04o,1_1,1
22o24j,cgor65b,1_1,0
22o24j,cgor75s,1_1,0
22o24j,cgoscv6,1_1,0
22o24j,cgovloe,1_1,0
22o24j,cgow0ij,1_1,0
22o24j,cgp478v,1_1,0
22o24j,cgp508i,1_1,0
22o24j,cgoqxdm,1_2,0
22o24j,cgoqyvd,1_2,0
22o24j,cgor04o,1_2,0
22o24j,cgor65b,1_2,1
22o24j,cgor75s,1_2,0
22o24j,cgoscv6,1_2,0
22o24j,cgovloe,1_2,0
22o24j,cgow0ij,1_2,0
22o24j,cgp478v,1_2,0
22o24j,cgp508i,1_2,0
22o24j,cgoqxdm,1_3,0
22o24j,cgoqyvd,1_3,0
22o24j,cgor04o,1_3,0
22o24j,cgor65b,1_3,0
22o24j,cgor75s,1_3,1
22o24j,cgoscv6,1_3,0
22o24j,cgovloe,1_3,0
22o24j,cgow0ij,1_3,0
22o24j,cgp478v,1_3,0
22o24j,cgp508i,1_3,0
22o24j,cgoqxdm,1_4,0
22o24j,cgoqyvd,1_4,0
22o24j,cgor04o,1_4,0
22o24j,cgor65b,1_4,0
22o24j,cgor75s,1_4,0
22o24j,cgoscv6,1_4,1
22o24j,cgovloe,1_4,0
22o24j,cgow0ij,1_4,0
22o24j,cgp478v,1_4,0
22o24j,cgp508i,1_4,0
22o24j,cgoqxdm,1_5,0
22o24j,cgoqyvd,1_5,0
22o24j,cgor04o,1_5,0
22o24j,cgor65b,1_5,0
22o24j,cgor75s,1_5,0
22o24j,cgoscv6,1_5,0
22o24j,cgovloe,1_5,0
22o24j,cgow0ij,1_5,1
22o24j,cgp478v,1_5,0
22o24j,cgp508i,1_5,0
22o24j,cgoqxdm,1_6,0
22o24j,cgoqyvd,1_6,0
22o24j,cgor04o,1_6,0
22o24j,cgor65b,1_6,0
22o24j,cgor75s,1_6,0
22o24j,cgoscv6,1_6,0
22o24j,cgovloe,1_6,0
22o24j,cgow0ij,1_6,0
22o24j,cgp478v,1_6,1
22o24j,cgp508i,1_6,0
22o24j,cgoq6kj,2,0
22o24j,cgoq924,2,0
22o24j,cgoq9oi,2,0
22o24j,cgoqevd,2,0
22o24j,cgoqnte,2,0
22o24j,cgoqrfh,2,0
22o24j,cgoquk9,2,0
22o24j,cgoqy36,2,1
22o24j,cgos90i,2,0
22o24j,cgosj18,2,0
22o24j,cgosszh,2,0
22o24j,cgot99h,2,0
22o24j,cgov9rv,2,0
22o24j,cgovmm6,2,0
22o24j,cgowtkc,2,0
22o24j,cgozga2,2,0
249p6c,ch4ywru,0,0
249p6c,ch536ga,0,0
249p6c,ch53b25,0,0
249p6c,ch54bqn,0,0
249p6c,ch58y6m,0,1
249p6c,ch5s4u8,0,0
249p6c,ch4z41h,1,1
249p6c,ch5brrj,2,1
25bvmb,chfogbk,0,1
25bvmb,chft89x,0,0
25bvmb,cjhi6z6,0,0
25bvmb,chg8wcc,1_0,1
25bvmb,chp0iil,1_0,0
25bvmb,chg8wcc,1_1,0
25bvmb,chp0iil,1_1,1
25bvmb,chyolw3,2,1
31xv6u,cq64vk3,0,0
31xv6u,cq674h2,0,0
31xv6u,cq6dipq,0,0
31xv6u,cq6do3d,0,0
31xv6u,cq6e5b4,0,1
31xv6u,cq6fc1u,0,0
31xv6u,cq6fj7f,0,0
31xv6u,cq9mbsa,0,0
31xv6u,cq9sgm3,0,0
31xv6u,cq6b775,1,0
31xv6u,cq9capm,1,0
31xv6u,cqk0k41,1,1
31xv6u,cqk0plz,1,0
31xv6u,cq6s9ur,2_0,0
31xv6u,cq72mqx,2_0,0
31xv6u,cqa0rkx,2_0,0
31xv6u,cqjckbb,2_0,1
31xv6u,cqk0i0a,2_0,0
31xv6u,cq6s9ur,2_1,0
31xv6u,cq72mqx,2_1,0
31xv6u,cqa0rkx,2_1,0
31xv6u,cqjckbb,2_1,0
31xv6u,cqk0i0a,2_1,1
3e7pye,ctc9isb,0,1
3e7pye,ctd6fcw,0,0
3e7pye,ctdcsfx,0,0
3e7pye,ctd5nu9,1,0
3e7pye,ctdgd5f,1,1
3e7pye,ctdmxn4,1,0
3e7pye,ctf7of6,1,0
3e7pye,ctccgyh,2,1
3xqilx,cy74mbb,0,1
3xqilx,cy6ykvm,1_0,1
3xqilx,cy72bn5,1_0,0
3xqilx,cy6ykvm,1_1,0
3xqilx,cy72bn5,1_1,1
3xqilx,cy755we,2,1
443938194715713536,443941090115088384,0,1
443938194715713536,443941459134140417,0,0
443938194715713536,443941497541754880,0,0
443938194715713536,443940322209329152,1,0
443938194715713536,443940443219570689,1,0
443938194715713536,443941649555533825,1,0
443938194715713536,443942694612508673,1,1
443938194715713536,443953494765367296,1,0
443938194715713536,443939406823436288,2,1
443938194715713536,443939729071820801,2,0
443938194715713536,443985646969843712,2,0
46uw4y,d08161h,0,0
46uw4y,d081ari,0,0
46uw4y,d081s06,0,0
46uw4y,d08269n,0,0
46uw4y,d082dhu,0,0
46uw4y,d083b4n,0,0
46uw4y,d083hax,0,0
46uw4y,d084h6u,0,0
46uw4y,d0868rj,0,0
46uw4y,d08697y,0,0
46uw4y,d086sda,0,0
46uw4y,d08h424,0,0
46uw4y,d08hak9,0,0
46uw4y,d094hu6,0,1
46uw4y,d0969z7,0,0
46uw4y,d081cmd,1,0
46uw4y,d081dlt,1,0
46uw4y,d081ko9,1,0
46uw4y,d081pxw,1,0
46uw4y,d0827k7,1,0
46uw4y,d082p4x,1,0
46uw4y,d082rsr,1,0
46uw4y,d083hb1,1,0
46uw4y,d083wox,1,0
46uw4y,d08597x,1,0
46uw4y,d085uol,1,0
46uw4y,d086kip,1,0
46uw4y,d087xoy,1,0
46uw4y,d08ckjl,1,0
46uw4y,d08cyxm,1,0
46uw4y,d08dkld,1,0
46uw4y,d08etr5,1,0
46uw4y,d08gzrz,1,1
46uw4y,d08mg4n,1,0
46uw4y,d08obpp,1,0
46uw4y,d0951dv,1,0
46uw4y,d08364h,2,0
46uw4y,d083d42,2,0
46uw4y,d083o2r,2,0
46uw4y,d084ldi,2,0
46uw4y,d084onh,2,0
46uw4y,d08818e,2,1
46uw4y,d088wn5,2,0
46uw4y,d08eqr9,2,0
46uw4y,d08f9z5,2,0
46uw4y,d08g5m2,2,0
46uw4y,d08kubn,2,0
46uw4y,d08lgcs,2,0
46yxoy,d0ac82t,0,1
46yxoy,d096cv8,1,1
46yxoy,d08w400,2,0
46yxoy,d08y9vc,2,1
498280126254428160,498283789744103424,0_0,1
498280126254428160,498323335965868032,0_0,0
498280126254428160,498283789744103424,0_1,0
498280126254428160,498323335965868032,0_1,1
498280126254428160,498280920227794945,1,1
498280126254428160,498282494387843072,2,1
498293668655423488,498293763387568128,0_0,0
498293668655423488,498294148550885376,0_0,1
498293668655423488,498294365630910466,0_0,0
498293668655423488,498294492743483395,0_0,0
498293668655423488,498294531625091072,0_0,0
498293668655423488,498294603544801281,0_0,0
498293668655423488,498294706355601409,0_0,0
498293668655423488,498294714026983424,0_0,0
498293668655423488,498297185834786816,0_0,0
498293668655423488,498297997118435329,0_0,0
498293668655423488,498298371615244289,0_0,0
498293668655423488,498298907311767553,0_0,0
498293668655423488,498299535702368256,0_0,0
498293668655423488,498299548625018880,0_0,0
498293668655423488,498303898646347776,0_0,0
498293668655423488,498304971671343107,0_0,0
498293668655423488,498313345129529344,0_0,0
498293668655423488,498318523719229441,0_0,0
498293668655423488,498320393296289794,0_0,0
498293668655423488,498293763387568128,0_1,0
498293668655423488,498294148550885376,0_1,0
498293668655423488,498294365630910466,0_1,0
498293668655423488,498294492743483395,0_1,0
498293668655423488,498294531625091072,0_1,1
498293668655423488,498294603544801281,0_1,0
498293668655423488,498294706355601409,0_1,0
498293668655423488,498294714026983424,0_1,0
498293668655423488,498297185834786816,0_1,0
498293668655423488,498297997118435329,0_1,0
498293668655423488,498298371615244289,0_1,0
498293668655423488,498298907311767553,0_1,0
498293668655423488,498299535702368256,0_1,0
498293668655423488,498299548625018880,0_1,0
498293668655423488,498303898646347776,0_1,0
498293668655423488,498304971671343107,0_1,0
498293668655423488,498313345129529344,0_1,0
498293668655423488,498318523719229441,0_1,0
498293668655423488,498320393296289794,0_1,0
498293668655423488,498293763387568128,0_2,0
498293668655423488,498294148550885376,0_2,0
498293668655423488,498294365630910466,0_2,0
498293668655423488,498294492743483395,0_2,0
498293668655423488,498294531625091072,0_2,0
498293668655423488,498294603544801281,0_2,1
498293668655423488,498294706355601409,0_2,0
498293668655423488,498294714026983424,0_2,0
498293668655423488,498297185834786816,0_2,0
498293668655423488,498297997118435329,0_2,0
498293668655423488,498298371615244289,0_2,0
498293668655423488,498298907311767553,0_2,0
498293668655423488,498299535702368256,0_2,0
498293668655423488,498299548625018880,0_2,0
498293668655423488,498303898646347776,0_2,0
498293668655423488,498304971671343107,0_2,0
498293668655423488,498313345129529344,0_2,0
498293668655423488,498318523719229441,0_2,0
498293668655423488,498320393296289794,0_2,0
498293668655423488,498293763387568128,0_3,0
498293668655423488,498294148550885376,0_3,0
498293668655423488,498294365630910466,0_3,0
498293668655423488,498294492743483395,0_3,0
498293668655423488,498294531625091072,0_3,0
498293668655423488,498294603544801281,0_3,0
498293668655423488,498294706355601409,0_3,1
498293668655423488,498294714026983424,0_3,0
498293668655423488,498297185834786816,0_3,0
498293668655423488,498297997118435329,0_3,0
498293668655423488,498298371615244289,0_3,0
498293668655423488,498298907311767553,0_3,0
498293668655423488,498299535702368256,0_3,0
498293668655423488,498299548625018880,0_3,0
498293668655423488,498303898646347776,0_3,0
498293668655423488,498304971671343107,0_3,0
498293668655423488,498313345129529344,0_3,0
498293668655423488,498318523719229441,0_3,0
498293668655423488,498320393296289794,0_3,0
498293668655423488,498293763387568128,0_4,0
498293668655423488,498294148550885376,0_4,0
498293668655423488,498294365630910466,0_4,0
498293668655423488,498294492743483395,0_4,0
498293668655423488,498294531625091072,0_4,0
498293668655423488,498294603544801281,0_4,0
498293668655423488,498294706355601409,0_4,0
498293668655423488,498294714026983424,0_4,1
498293668655423488,498297185834786816,0_4,0
498293668655423488,498297997118435329,0_4,0
498293668655423488,498298371615244289,0_4,0
498293668655423488,498298907311767553,0_4,0
498293668655423488,498299535702368256,0_4,0
498293668655423488,498299548625018880,0_4,0
498293668655423488,498303898646347776,0_4,0
498293668655423488,498304971671343107,0_4,0
498293668655423488,498313345129529344,0_4,0
498293668655423488,498318523719229441,0_4,0
498293668655423488,498320393296289794,0_4,0
498293668655423488,498293763387568128,0_5,0
498293668655423488,498294148550885376,0_5,0
498293668655423488,498294365630910466,0_5,0
498293668655423488,498294492743483395,0_5,0
498293668655423488,498294531625091072,0_5,0
498293668655423488,498294603544801281,0_5,0
498293668655423488,498294706355601409,0_5,0
498293668655423488,498294714026983424,0_5,0
498293668655423488,498297185834786816,0_5,1
498293668655423488,498297997118435329,0_5,0
498293668655423488,498298371615244289,0_5,0
498293668655423488,498298907311767553,0_5,0
498293668655423488,498299535702368256,0_5,0
498293668655423488,498299548625018880,0_5,0
498293668655423488,498303898646347776,0_5,0
498293668655423488,498304971671343107,0_5,0
498293668655423488,498313345129529344,0_5,0
498293668655423488,498318523719229441,0_5,0
498293668655423488,498320393296289794,0_5,0
498293668655423488,498293763387568128,0_6,0
498293668655423488,498294148550885376,0_6,0
498293668655423488,498294365630910466,0_6,0
498293668655423488,498294492743483395,0_6,0
498293668655423488,498294531625091072,0_6,0
498293668655423488,498294603544801281,0_6,0
498293668655423488,498294706355601409,0_6,0
498293668655423488,498294714026983424,0_6,0
498293668655423488,498297185834786816,0_6,0
498293668655423488,498297997118435329,0_6,1
498293668655423488,498298371615244289,0_6,0
498293668655423488,498298907311767553,0_6,0
498293668655423488,498299535702368256,0_6,0
498293668655423488,498299548625018880,0_6,0
498293668655423488,498303898646347776,0_6,0
498293668655423488,498304971671343107,0_6,0
498293668655423488,498313345129529344,0_6,0
498293668655423488,498318523719229441,0_6,0
498293668655423488,498320393296289794,0_6,0
498293668655423488,498293763387568128,0_7,0
498293668655423488,498294148550885376,0_7,0
498293668655423488,498294365630910466,0_7,0
498293668655423488,498294492743483395,0_7,0
498293668655423488,498294531625091072,0_7,0
498293668655423488,498294603544801281,0_7,0
498293668655423488,498294706355601409,0_7,0
498293668655423488,498294714026983424,0_7,0
498293668655423488,498297185834786816,0_7,0
498293668655423488,498297997118435329,0_7,0
498293668655423488,498298371615244289,0_7,1
498293668655423488,498298907311767553,0_7,0
498293668655423488,498299535702368256,0_7,0
498293668655423488,498299548625018880,0_7,0
498293668655423488,498303898646347776,0_7,0
498293668655423488,498304971671343107,0_7,0
498293668655423488,498313345129529344,0_7,0
498293668655423488,498318523719229441,0_7,0
498293668655423488,498320393296289794,0_7,0
498293668655423488,498293763387568128,0_8,0
498293668655423488,498294148550885376,0_8,0
498293668655423488,498294365630910466,0_8,0
498293668655423488,498294492743483395,0_8,0
498293668655423488,498294531625091072,0_8,0
498293668655423488,498294603544801281,0_8,0
498293668655423488,498294706355601409,0_8,0
498293668655423488,498294714026983424,0_8,0
498293668655423488,498297185834786816,0_8,0
498293668655423488,498297997118435329,0_8,0
498293668655423488,498298371615244289,0_8,0
498293668655423488,498298907311767553,0_8,1
498293668655423488,498299535702368256,0_8,0
498293668655423488,498299548625018880,0_8,0
498293668655423488,498303898646347776,0_8,0
498293668655423488,498304971671343107,0_8,0
498293668655423488,498313345129529344,0_8,0
498293668655423488,498318523719229441,0_8,0
498293668655423488,498320393296289794,0_8,0
498293668655423488,498293763387568128,0_9,0
498293668655423488,498294148550885376,0_9,0
498293668655423488,498294365630910466,0_9,0
498293668655423488,498294492743483395,0_9,0
498293668655423488,498294531625091072,0_9,0
498293668655423488,498294603544801281,0_9,0
498293668655423488,498294706355601409,0_9,0
498293668655423488,498294714026983424,0_9,0
498293668655423488,498297185834786816,0_9,0
498293668655423488,498297997118435329,0_9,0
498293668655423488,498298371615244289,0_9,0
498293668655423488,498298907311767553,0_9,0
498293668655423488,498299535702368256,0_9,0
498293668655423488,498299548625018880,0_9,1
498293668655423488,498303898646347776,0_9,0
498293668655423488,498304971671343107,0_9,0
498293668655423488,498313345129529344,0_9,0
498293668655423488,498318523719229441,0_9,0
498293668655423488,498320393296289794,0_9,0
498293668655423488,498293763387568128,0_10,0
498293668655423488,498294148550885376,0_10,0
498293668655423488,498294365630910466,0_10,0
498293668655423488,498294492743483395,0_10,0
498293668655423488,498294531625091072,0_10,0
498293668655423488,498294603544801281,0_10,0
498293668655423488,498294706355601409,0_10,0
498293668655423488,498294714026983424,0_10,0
498293668655423488,498297185834786816,0_10,0
498293668655423488,498297997118435329,0_10,0
498293668655423488,498298371615244289,0_10,0
498293668655423488,498298907311767553,0_10,0
498293668655423488,498299535702368256,0_10,0
498293668655423488,498299548625018880,0_10,0
498293668655423488,498303898646347776,0_10,1
498293668655423488,498304971671343107,0_10,0
498293668655423488,498313345129529344,0_10,0
498293668655423488,498318523719229441,0_10,0
498293668655423488,498320393296289794,0_10,0
498293668655423488,498293763387568128,0_11,0
498293668655423488,498294148550885376,0_11,0
498293668655423488,498294365630910466,0_11,0
498293668655423488,498294492743483395,0_11,0
498293668655423488,498294531625091072,0_11,0
498293668655423488,498294603544801281,0_11,0
498293668655423488,498294706355601409,0_11,0
498293668655423488,498294714026983424,0_11,0
498293668655423488,498297185834786816,0_11,0
498293668655423488,498297997118435329,0_11,0
498293668655423488,498298371615244289,0_11,0
498293668655423488,498298907311767553,0_11,0
498293668655423488,498299535702368256,0_11,0
498293668655423488,498299548625018880,0_11,0
498293668655423488,498303898646347776,0_11,0
498293668655423488,498304971671343107,0_11,1
498293668655423488,498313345129529344,0_11,0
498293668655423488,498318523719229441,0_11,0
498293668655423488,498320393296289794,0_11,0
498293668655423488,498293763387568128,0_12,0
498293668655423488,498294148550885376,0_12,0
498293668655423488,498294365630910466,0_12,0
498293668655423488,498294492743483395,0_12,0
498293668655423488,498294531625091072,0_12,0
498293668655423488,498294603544801281,0_12,0
498293668655423488,498294706355601409,0_12,0
498293668655423488,498294714026983424,0_12,0
498293668655423488,498297185834786816,0_12,0
498293668655423488,498297997118435329,0_12,0
498293668655423488,498298371615244289,0_12,0
498293668655423488,498298907311767553,0_12,0
498293668655423488,498299535702368256,0_12,0
498293668655423488,498299548625018880,0_12,0
498293668655423488,498303898646347776,0_12,0
498293668655423488,498304971671343107,0_12,0
498293668655423488,498313345129529344,0_12,1
498293668655423488,498318523719229441,0_12,0
498293668655423488,498320393296289794,0_12,0
498293668655423488,498293953582866432,1,0
498293668655423488,498293964748124161,1,0
498293668655423488,498305308754591744,1,1
498293668655423488,498307471610744832,1,0
498293668655423488,498309467889729536,1,0
498293668655423488,498313970689011712,1,0
498293668655423488,498314140436684800,1,0
498293668655423488,498314401427251200,1,0
498293668655423488,498330480991670274,1,0
498293668655423488,498334502041956352,1,0
498293668655423488,498293880820076544,2_0,0
498293668655423488,498293963183652864,2_0,0
498293668655423488,498295324029747200,2_0,0
498293668655423488,498295399682441217,2_0,1
498293668655423488,498298019045847040,2_0,0
498293668655423488,498299653935603713,2_0,0
498293668655423488,498300617392406528,2_0,0
498293668655423488,498312078243819520,2_0,0
498293668655423488,498314731690946560,2_0,0
498293668655423488,498293880820076544,2_1,0
498293668655423488,498293963183652864,2_1,0
498293668655423488,498295324029747200,2_1,0
498293668655423488,498295399682441217,2_1,0
498293668655423488,498298019045847040,2_1,0
498293668655423488,498299653935603713,2_1,1
498293668655423488,498300617392406528,2_1,0
498293668655423488,498312078243819520,2_1,0
498293668655423488,498314731690946560,2_1,0
498293668655423488,498293880820076544,2_2,0
498293668655423488,498293963183652864,2_2,0
498293668655423488,498295324029747200,2_2,0
498293668655423488,498295399682441217,2_2,0
498293668655423488,498298019045847040,2_2,0
498293668655423488,498299653935603713,2_2,0
498293668655423488,498300617392406528,2_2,0
498293668655423488,498312078243819520,2_2,1
498293668655423488,498314731690946560,2_2,0
498430783699554305,498455038701092864,0,1
498430783699554305,498455687836758016,0,0
498430783699554305,498456361286795265,0,0
498430783699554305,498432131669192704,1,0
498430783699554305,498448178270990336,1,1
498430783699554305,498448625643831296,1,0
498430783699554305,498451864112074752,1,0
498430783699554305,498465487635099648,1,0
498430783699554305,498471393538093056,1,0
498430783699554305,498474828278804481,1,0
498430783699554305,498488821197991937,1,0
498430783699554305,498433698149056513,2,0
498430783699554305,498440508256292864,2,0
498430783699554305,498452460881870848,2,1
498430783699554305,498452989930401792,2,0
498430783699554305,498453364045529088,2,0
498430783699554305,498453873124970496,2,0
498430783699554305,498454395248721920,2,0
498430783699554305,498488174923227136,2,0
498430783699554305,498504798971650049,2,0
498430783699554305,498521904396115971,2,0
498486826269548545,498547612740763648,0_0,1
498486826269548545,499398957660127233,0_0,0
498486826269548545,498547612740763648,0_1,0
498486826269548545,499398957660127233,0_1,1
498486826269548545,498490564887990272,1,0
498486826269548545,498496491313692673,1,0
498486826269548545,498496612596191232,1,0
498486826269548545,498496875692326913,1,1
498486826269548545,498497405546135552,1,0
498486826269548545,498497482590937088,1,0
498486826269548545,498502714289324032,1,0
498486826269548545,498502827510341632,1,0
498486826269548545,498550990971613185,1,0
498486826269548545,498488800717193216,2,0
498486826269548545,498493920851288064,2,1
498486826269548545,498494110228283392,2,0
498486826269548545,498546719244578817,2,0
499366666300846081,499371059385098240,0,0
499366666300846081,499374160121184257,0,0
499366666300846081,499447049440743424,0,0
499366666300846081,500473967509909504,0,1
499366666300846081,499367096875114497,1,1
499366666300846081,499368327530414080,1,0
499366666300846081,499369079288123392,1,0
499366666300846081,499369499662245888,1,0
499366666300846081,499372044593930240,1,0
499366666300846081,499378276671176704,1,0
499366666300846081,499435388508073984,1,0
499366666300846081,499918462295490560,1,0
499366666300846081,499373428592611328,2_0,1
499366666300846081,499628894714986497,2_0,0
499366666300846081,499373428592611328,2_1,0
499366666300846081,499628894714986497,2_1,1
499368931367608320,499580023901519872,0_0,1
499368931367608320,499596317413621760,0_0,0
499368931367608320,499580023901519872,0_1,0
499368931367608320,499596317413621760,0_1,1
499368931367608320,499370097698291713,1,0
499368931367608320,499377993153019904,1,0
499368931367608320,499386359841554432,1,0
499368931367608320,499434486804000768,1,0
499368931367608320,499435529130504192,1,0
499368931367608320,499448422127394816,1,0
499368931367608320,499449102908653570,1,0
499368931367608320,499452664053104642,1,0
499368931367608320,499459462965362688,1,0
499368931367608320,499547493592743936,1,1
499368931367608320,499571259730976771,1,0
499368931367608320,499592983810158594,1,0
499368931367608320,499665170390470658,1,0
499368931367608320,499369111663550465,2,0
499368931367608320,499369781846233088,2,0
499368931367608320,499370209442942976,2,0
499368931367608320,499370418445508608,2,1
499368931367608320,499370756241764352,2,0
499368931367608320,499371743773863936,2,0
499368931367608320,499385991292280832,2,0
499368931367608320,499427932935180289,2,0
499368931367608320,499435314373734400,2,0
499368931367608320,499447388025921536,2,0
499368931367608320,499447660777316352,2,0
499368931367608320,499451011791335424,2,0
499368931367608320,499453449206239232,2,0
499368931367608320,499570907602767872,2,0
499368931367608320,499586042752557056,2,0
499368931367608320,499595867683565568,2,0
499368931367608320,499596052623028224,2,0
499456140044824576,499456558125023233,0,0
499456140044824576,499460810704302080,0,0
499456140044824576,499462501998665730,0,1
499456140044824576,499538759076282368,0,0
499456140044824576,499456892595613696,1,1
499456140044824576,499458379555684353,1,0
499456140044824576,499462325544304640,1,0
499456140044824576,499462679736496130,1,0
499456140044824576,499555936969957376,1,0
499456140044824576,499456567990026240,2,1
499530130487017472,499531869189586945,0,0
499530130487017472,499533285387960321,0,1
499530130487017472,499538983215706112,0,0
499530130487017472,499610176518119424,0,0
499530130487017472,499623513435947009,0,0
499530130487017472,510533977086500866,0,0
499530130487017472,499531355651579905,1,0
499530130487017472,499533154219474944,1,0
499530130487017472,499533162028883969,1,0
499530130487017472,499533751513518080,1,0
499530130487017472,499534240254803968,1,1
499530130487017472,499538648023719936,1,0
499530130487017472,499551016300593152,1,0
499530130487017472,499685061956882433,1,0
499530130487017472,499532079873261568,2,0
499530130487017472,499532400293335040,2,0
499530130487017472,499532679059374081,2,0
499530130487017472,499532946412687360,2,0
499530130487017472,499533764088049664,2,0
499530130487017472,499534297662246913,2,0
499530130487017472,499534535764480000,2,0
499530130487017472,499536346210652161,2,0
499530130487017472,499537282177978368,2,0
499530130487017472,499538310986219520,2,1
499612545909415938,499613561044598785,0,0
499612545909415938,499619405576544256,0,0
499612545909415938,499620018951561217,0,1
499612545909415938,499641023950512128,0,0
499612545909415938,499689337370324992,0,0
499612545909415938,499689772928204800,0,0
499612545909415938,499690552821284864,0,0
499612545909415938,499691100370911232,0,0
499612545909415938,499691339995709440,0,0
499612545909415938,499692801274441729,0,0
499612545909415938,499692833121783809,0,0
499612545909415938,499755375642816512,0,0
499612545909415938,499612667430977536,1,1
499612545909415938,499612832363581440,1,0
499612545909415938,499752447930155008,1,0
499612545909415938,499773548202688512,1,0
499612545909415938,499990307291664384,1,0
499612545909415938,499613890171662336,2,0
499612545909415938,499688811300151297,2,1
499612545909415938,499691687326007296,2,0
499612545909415938,499692380296318976,2,0
499612545909415938,499693411130429443,2,0
499612545909415938,499694054226284544,2,0
499612545909415938,499759387657764864,2,0
499612545909415938,499919010625253376,2,0
499612545909415938,499921932645433344,2,0
499612545909415938,499991648232017920,2,0
49l01s,d0smpm9,0,0
49l01s,d0smwkj,0,0
49l01s,d0snl0j,0,0
49l01s,d0snnkv,0,0
49l01s,d0snspk,0,0
49l01s,d0snuqq,0,0
49l01s,d0snvk1,0,0
49l01s,d0so3z5,0,0
49l01s,d0so55e,0,0
49l01s,d0so6nr,0,0
49l01s,d0sos17,0,0
49l01s,d0sp1h6,0,0
49l01s,d0sp6ev,0,0
49l01s,d0sp781,0,0
49l01s,d0spppb,0,0
49l01s,d0spyrj,0,0
49l01s,d0spzen,0,0
49l01s,d0sqps1,0,0
49l01s,d0sqt52,0,0
49l01s,d0srgy7,0,0
49l01s,d0srkxx,0,0
49l01s,d0srm52,0,0
49l01s,d0srqlc,0,0
49l01s,d0srtnc,0,0
49l01s,d0srxke,0,0
49l01s,d0st6p1,0,0
49l01s,d0st7oz,0,0
49l01s,d0st9rq,0,0
49l01s,d0suw1g,0,0
49l01s,d0t21uc,0,0
