source_id,tweet_id,parent_idx,self_idx,num_parent,max_seq_len,text,veracity
524923462398513152,524923462398513152_4,1,5,2,24,@cmaconthehill @KelseyBanks what is happening in Canada ? #sad,true
524923462398513152,524923462398513152_5,1,6,2,24,@cmaconthehill @680News Holy Christ ! Please be safe !,true
524923462398513152,524923462398513152_6,1,7,2,24,@cmaconthehill Hope you are OK .,true
524923462398513152,524923462398513152_7,1,8,2,24,@cmaconthehill stay safe Cormac .,true
524923676484177920,524923676484177920,None,1,2,22,breaking - shooting on parliament hill . rcmp have weapons drawn #cdnpoli URL,true
524923676484177920,524923676484177920_1,1,2,2,22,@RichardMadan @rebeccamakonnen Targeting the soldiers is a stupid act . They have not decided to go in #Irak ...,true
524923676484177920,524923676484177920_2,1,3,2,22,"@RichardMadan @ladykitchenless lock it down ! find the criminals .. wait , the buildings full of criminals ! #cdnpoli",true
524923676484177920,524923676484177920_3,1,4,2,22,“ @RichardMadan : BREAKING - Shooting on Parliament Hill . RCMP have weapons drawn #cdnpoli $URL$ ” sirens galore down here,true
524923676484177920,524923676484177920_4,1,5,2,22,“ @RichardMadan : BREAKING - Shooting on Parliament Hill . RCMP have weapons drawn #cdnpoli $URL$ ” Oh Canada !,true
524923676484177920,524923676484177920_5,1,6,2,22,“ @RichardMadan : BREAKING - Shooting on Parliament Hill . RCMP have weapons drawn #cdnpoli $URL$ ” holy shit,true
524923676484177920,524923676484177920_6,1,7,2,22,“ @RichardMadan : BREAKING - Shooting on Parliament Hill . RCMP have weapons drawn #cdnpoli $URL$ ”,true
524923676484177920,524923676484177920_7,1,8,2,22,“ @RichardMadan : BREAKING - Shooting on Parliament Hill . RCMP have weapons drawn #cdnpoli $URL$ ” #shocking,true
524925050739490816,524925050739490816,None,1,2,27,breaking news : soldier shot at national war memorial in ottawa URL,true
524925050739490816,524925050739490816_1,1,2,2,27,@CBCNews,true
524925050739490816,524925050739490816_2,1,3,2,27,@CBCNews   why ! ! !,true
524925050739490816,524925050739490816_3,1,4,2,27,"Lord , have mercy . Protect those who protect us  "" @CBCNews : Soldier shot at National War Memorial in Ottawa $URL$ ”",true
524925050739490816,524925050739490816_4,1,5,2,27,Ondertussen in Canada ... “ @CBCNews : BREAKING NEWS : Soldier shot at National War Memorial in Ottawa $URL$ ”,true
524925050739490816,524925050739490816_5,1,6,2,27,Bizar .. Gister Montréal vandaag Ottawa . @CBCNews : BREAKING NEWS : Soldier shot at National War Memorial in Ottawa $URL$ ”,true
524925050739490816,524925050739490816_6,1,7,2,27,@CBCNews @KimSulli   31omg hope ! ! !,true
524925050739490816,524925050739490816_7,1,8,2,27,@CBCNews @michellemalkin  n  nAnd this : $URL$,true
524925050739490816,524925050739490816_8,1,9,2,27,@CBCNews yesss ! !,true
524925050739490816,524925050739490816_9,1,10,2,27,"Christ . Ottawa friends , stay safe ❤ ️  "" @CBCNews : BREAKING NEWS : Soldier shot at National War Memorial in Ottawa $URL$ ”",true
524925215235911680,524925215235911680,None,1,2,28,#breaking news : shots fired at parliament hill . follow developing story : URL URL,true
524925215235911680,524925215235911680_1,1,2,2,28,@globeandmail,true
524925215235911680,524925215235911680_2,1,3,2,28,$RESERVED$ @globeandmail : #BREAKING news : Shots fired at Parliament Hill . Follow developing story : $URL$ $URL$,true
524925215235911680,524925215235911680_3,1,4,2,28,@globeandmail @JennReed4 ! be careful !,true
524925215235911680,524925215235911680_4,1,5,2,28,Yikes rt :@ globeandmail : #BREAKING news : Shots fired at Parliament Hill . $URL$ $URL$,true
524925215235911680,524925215235911680_5,1,6,2,28,@globeandmail @ggreenwald I'm taking bets on how quick #ISIS or #Syria will be blamed . After all #Syria is where the US want to bomb next .,true
524925215235911680,524925215235911680_6,1,7,2,28,@globeandmail trying to but got this - shameful behaviour $URL$,true
524925215235911680,524925215235911680_7,1,8,2,28,"Sending thoughts and prayers .  "" @globeandmail : #BREAKING : Shots fired at Parliament Hill . $URL$ $URL$ ”",true
524925215235911680,524925215235911680_8,1,9,2,28,#BreakingNews RT “ @globeandmail : Shots fired at Parliament Hill . Follow developing story : $URL$ $URL$ ”,true
524925215235911680,524925215235911680_9,1,10,2,28,“ @globeandmail : #BREAKING news : Shots fired at Parliament Hill . Follow developing story : $URL$ $URL$ ”,true
524925215235911680,524925215235911680_10,1,11,2,28,@globeandmail,true
524925215235911680,524925215235911680_11,1,12,2,28,@globeandmail Stay safe police and soldiers protecting us all ! @rcmpgrcpolice @OttawaPolice,true
524925215235911680,524925215235911680_12,1,13,2,28,@globeandmail,true
524925215235911680,524925215235911680_13,1,14,2,28,@globeandmail @ggreenwald looks like American values are heading north,true
524925215235911680,524925215235911680_14,1,15,2,28,@globeandmail,true
524925215235911680,524925215235911680_15,1,16,2,28,Canada : “ @globeandmail : BREAKING : Shots fired at Parliament Hill . Follow developing story : $URL$ $URL$ ”,true
524925987239120897,524925987239120897,None,1,2,23,soldier shot at national war memorial in ottawa URL #cdnpoli #hw,true
524925987239120897,524925987239120897_1,1,2,2,23,Gunfire inside Canadian parliament ; soldier shot at National War Memorial in Ottawa $URL$ #cdnpoli @CBCPolitics,true
524925987239120897,524925987239120897_2,1,3,2,23,$RESERVED$ @CBCPolitics Soldier shot at National War Memorial in #Ottawa $URL$ #cdnpoli #hw,true
524925987239120897,524925987239120897_3,1,4,2,23,"@CBCPolitics Time to get snipers out on the roofs . Take him out , no talking ! ! !",true
524925987239120897,524925987239120897_4,1,5,2,23,Our thoughts to all those in Ottawa “ @CBCPolitics : Soldier shot at National War Memorial in Ottawa $URL$ #cdnpoli #hw ”,true
524926235030589440,524926235030589440,None,1,2,21,breaking news : at least 3 shots fired at ottawa war memorial . one soldier confirmed shot - URL URL,true
524926235030589440,524926235030589440_1,1,2,2,21,"@PzFeed @Rui_Castro All our domestic military should be armed , now .",true
524926235030589440,524926235030589440_2,1,3,2,21,@PzFeed can't believe it I was there less then 24 hours ago,true
524926235030589440,524926235030589440_3,1,4,2,21,@PzFeed so who is the brainiac on the right that looks like he's taking a picture ?,true
524926235030589440,524926235030589440_4,1,5,2,21,@PzFeed sickening,true
524931324763992064,524931324763992064,None,1,2,21,very reliable source on parliament hill tells me the assailant has been killed . #cdnpoli #ottnews,true
524931324763992064,524931324763992064_1,1,2,2,21,“ @_MarkSutcliffe : Very reliable source on Parliament Hill tells me the assailant has been killed . #cdnpoli #ottnews ”,true
524931324763992064,524931324763992064_2,1,3,2,21,@_MarkSutcliffe are you inside PH ? can we talk to you on Global News ?,true
524931324763992064,524931324763992064_3,1,4,2,21,"@_MarkSutcliffe @SensChirp Your source is half right , there are 2 of em .",true
524931324763992064,524931324763992064_4,1,5,2,21,“ @_MarkSutcliffe : Very reliable source on Parliament Hill tells me the assailant has been killed . #cdnpoli #ottnews ”,true
524932935137628160,524932935137628160,None,1,4,27,the gunman in ottawa has been shot and killed . i'm at a loss for words this morning . that isn't my canada .,true
524932935137628160,524932935137628160_1,1,2,4,27,@kellyoxford Oh Canada … .,true
524932935137628160,524932935137628160_2,1,3,4,27,@kellyoxford agreed,true
524932935137628160,524932935137628160_3,1,4,4,27,@kellyoxford the gunman is still on the loose .,true
524932935137628160,524932935137628160_4,1,5,4,27,@kellyoxford what's your source ? That's not confirmed !,true
524932935137628160,524932935137628160_5,1,6,4,27,"@kellyoxford Was it your Canada when that guy beheaded that other guy on the bus ? Shit happens , but we're mostly still fine up here",true
524932935137628160,524932935137628160_6,1,7,4,27,@kellyoxford @obiterdictayo there has been zero confirmation that gunman is down . Maybe let news outlets on scene handle the reporting .,true
524932935137628160,524932935137628160_7,1,8,4,27,@kellyoxford my thoughts also,true
524932935137628160,524932935137628160_8,2,9,4,27,@alcanlin @kellyoxford great response bro .,true
524932935137628160,524932935137628160_9,7,10,4,27,@HDMcC @kellyoxford @subloke Perhaps all of Twitter should follow HDM so we can learn the proper ways of Tweeting responsibly .,true
524935485370929152,524935485370929152,None,1,2,24,shooting in canadian parliament comes day after isis-inspired radical drove in2 canadian soldier . also reports of shooting at war memorial / 1,true
524935485370929152,524935485370929152_1,1,2,2,24,@rcallimachi @Sophia_MJones CBC is running a live blog and tweet thing here on the shootings : $URL$,true
524935485370929152,524935485370929152_2,1,3,2,24,"@rcallimachi Cue the  "" we won't be cowed by such dastardly acts  "" speechs . * yawn *",true
524936872666353664,524936872666353664,None,1,3,38,more shots fired just off parliament hill . police telling everyone to take cover .,true
524936872666353664,524936872666353664_1,1,2,3,38,De nouveaux coups de feu à #Ottawa “ @CBCAlerts : More shots fired just off Parliament Hill . Police telling everyone to take cover . ”,true
524936872666353664,524936872666353664_2,1,3,3,38,“ @CBCAlerts : More shots fired just off Parliament Hill . Police telling everyone to take cover . ”,true
524936872666353664,524936872666353664_3,1,4,3,38,"$RESERVED$  "" @CBCAlerts : More shots fired just off Parliament Hill . Police telling everyone to take cover . ”",true
524936872666353664,524936872666353664_4,1,5,3,38,“ @CBCAlerts : More shots fired just off Parliament Hill . Police telling everyone to take cover . ” What the fuck,true
524936872666353664,524936872666353664_5,1,6,3,38,“ @CBCAlerts : More shots fired just off Parliament Hill . Police telling everyone to take cover . ” #Ottawa #Parliament,true
524936872666353664,524936872666353664_6,1,7,3,38,“ @CBCAlerts : More shots fired just off Parliament Hill . Police telling everyone to take cover . ” Oh my goodness,true
524936872666353664,524936872666353664_7,1,8,3,38,$RESERVED$ @CBCAlerts : More shots fired just off Parliament Hill . Police telling everyone to take cover .,true
524936872666353664,524936872666353664_8,1,9,3,38,$RESERVED$ @CBCAlerts : More shots fired just off Parliament Hill . Police telling everyone to take cover . @Midiinfo,true
524936872666353664,524936872666353664_9,1,10,3,38,“ @CBCAlerts : More shots fired just off Parliament Hill . Police telling everyone to take cover . ” Scary ... Keep safe everyone,true
524936872666353664,524936872666353664_10,1,11,3,38,“ @CBCAlerts : More shots fired just off Parliament Hill . Police telling everyone to take cover . ”,true
524936872666353664,524936872666353664_11,1,12,3,38,"3,854 , 082 square mile gun-free zone ... | MT @CBCAlerts  "" More shots fired just off Parliament Hill ...  ""  n #gunowners",true
524936872666353664,524936872666353664_12,12,13,3,38,@jxchristopher @CBCAlerts psst . Guns aren't banned in Canada . #educateYourself,true
524941132237910016,524941132237910016,None,1,2,20,here's that dramatic video via @josh_wingrove of shots fired inside parliament building : URL #ottawa #shooting,true
524941132237910016,524941132237910016_1,1,2,2,20,“ @affanchowdhry : Here's that dramatic video via @josh_wingrove of shots fired inside parliament building : $URL$,true
524941132237910016,524941132237910016_2,1,3,2,20,@affanchowdhry @josh_wingrove why does this idiot think it's ok to follow the police during a armed man hunt ?,true
524942470472548352,524942470472548352,None,1,2,29,"the university of ottawa , just a five minute walk from the hill , is now on lockdown .",true
524942470472548352,524942470472548352_1,1,2,2,29,@ldobsonhughes @HuffPostCanada God Bless Heather ! !,true
524942470472548352,524942470472548352_2,1,3,2,29,"My Alma Mater . God . RT @ldobsonhughes : The University of Ottawa , just a five minute walk from the Hill , is now on lockdown .",true
524943490887991296,524943490887991296,None,1,2,35,"confirmed | 1 shooter shot dead at parliament hill , but there is more than 1 suspect . #cbcott #ottnews",true
524943490887991296,524943490887991296_1,1,2,2,35,"“ @CBCOttawa : CONFIRMED | 1 shooter shot dead at Parliament Hill , but there is more than 1 suspect . #cbcOTT #OTTnews ”   2D   2D",true
524943490887991296,524943490887991296_2,1,3,2,35,"“ @CBCOttawa : CONFIRMED | 1 shooter shot dead at Parliament Hill , but there is more than 1 suspect . #cbcOTT #OTTnews ” #staysafeottawa",true
524943490887991296,524943490887991296_3,1,4,2,35,@CBCOttawa @TheLeeWilliams :-( (,true
524943490887991296,524943490887991296_4,1,5,2,35,"“ @CBCOttawa : CONFIRMED | 1 shooter shot dead at Parliament Hill , but there is more than 1 suspect . #cbcOTT #OTTnews ”",true
524943490887991296,524943490887991296_5,1,6,2,35,"“ @CBCOttawa : CONFIRMED | 1 shooter shot dead at Parliament Hill , but there is more than 1 suspect . #cbcOTT #OTTnews ” @JohnJeddore",true
524943490887991296,524943490887991296_6,1,7,2,35,"Dear Canada , what are you doing ? ? ? MT @CBCOttawa CONFIRMED | 1 shooter shot dead at Parliament Hill . #cbcOTT #OTTnews",true
524944399890124801,524944399890124801,None,1,2,30,recap : gunman shot dead inside parliament buildings ; police believe there may be others on loose . cdn soldier shot earlier at war memorial .,true
524944399890124801,524944399890124801_1,1,2,2,30,"@CBCAlerts Honte a nous , les americains doivent rire de nous , notre parlement est facile dacces en plus des armes",true
524944399890124801,524944399890124801_2,1,3,2,30,@CBCAlerts @CBCNews,true
524944399890124801,524944399890124801_3,1,4,2,30,@CBCAlerts Hunt them down like the animals that they are ! !,true
524944399890124801,524944399890124801_4,1,5,2,30,"$RESERVED$  "" @CBCAlerts : Gunman shot dead inside Parliament ; police believe there may be others on loose . Cdn soldier shot earlier at War Memorial . ”",true
524944399890124801,524944399890124801_5,1,6,2,30,#Ottawa MT @CBCAlerts : Gunman shot dead inside Parliament ; police believe there may be others on loose . Soldier shot earlier at War Memorial,true
524944399890124801,524944399890124801_6,1,7,2,30,@CBCAlerts @Finlaure13 Oh no ! :(,true
524947674164760577,524947674164760577,None,1,3,25,breaking news : new york times is reporting the canadian soldier who was shot has died from their injuries . heartbreaking . #cdnpoli #ableg,true
524947674164760577,524947674164760577_1,1,2,3,25,@DaveBeninger My heart goes out to the family .,true
524947674164760577,524947674164760577_2,1,3,3,25,"@DaveBeninger @cherylnorrad Ugh , CTV is reporting he's ALIVE . $URL$",true
524947674164760577,524947674164760577_3,1,4,3,25,@DaveBeninger Not according to what I've just heard on CTV .,true
524947674164760577,524947674164760577_4,1,5,3,25,@DaveBeninger @frednewschaser CTV just said he is being treated and is stable ?,true
524947674164760577,524947674164760577_5,1,6,3,25,"@DaveBeninger @big_rudo NYT may be wrong , bcuz CTV news 1 has said that the soldier at Memorial is alive at hospital !",true
524947674164760577,524947674164760577_6,1,7,3,25,@DaveBeninger maybe you should get your info a little more locally,true
524947674164760577,524947674164760577_7,1,8,3,25,@DaveBeninger @doctorfullerton no report he has died !,true
524947674164760577,524947674164760577_8,8,9,3,25,@Donnajcherold @doctorfullerton @DaveBeninger hi Donna I think we are talking 2 different incidents now the quebec one is what I referred 2,true
524947674164760577,524947674164760577_9,1,10,3,25,@DaveBeninger @SheilaGunnReid Canadian news contradicts this,true
524947674164760577,524947674164760577_10,1,11,3,25,@DaveBeninger @SheilaGunnReid Perhaps wait for Canadian source .,true
524952883343925249,524952883343925249,None,1,2,33,watch video showing gunfire inside canada's parliament in ottawa URL URL,true
524952883343925249,524952883343925249_1,1,2,2,33,Super scary “ @BBCBreaking : Watch video showing gunfire inside Canada's parliament in Ottawa $URL$ $URL$ ”,true
524952883343925249,524952883343925249_2,1,3,2,33,@BBCBreaking @BBCWorld @cnnbrk @cnn @CNN @CBCNews It was eminent for Canada being safe haven & a sanctuary for these jihadis & terrorists,true
524952883343925249,524952883343925249_3,1,4,2,33,"@BBCBreaking Why are the enforcement folks not wearing bullet proof helmets , while they wear bullet proof vests ?",true
524952883343925249,524952883343925249_4,1,5,2,33,@Teknofish @BBCBreaking shooting randomly at defenseless ppl ... I'm would bet on it ..,true
524952883343925249,524952883343925249_5,1,6,2,33,"@BBCBreaking cr @p , now for even more security .. what moron decided was a good thing to do ? No , don't give him the publicity by telling us ! !",true
524952883343925249,524952883343925249_6,1,7,2,33,“ @BBCBreaking : Watch video showing gunfire inside Canada's parliament in Ottawa $URL$ $URL$ ”,true
524952883343925249,524952883343925249_7,1,8,2,33,“ @BBCBreaking : Watch video showing gunfire inside Canada's parliament in Ottawa $URL$ $URL$ ” WTF,true
524952883343925249,524952883343925249_8,1,9,2,33,"@conormcdiarmid1 @kILLBenGregory Is that Stephan harper running by with a handgun around 18 seconds in ? Kidding though , a horrible sight",true
524952883343925249,524952883343925249_9,1,10,2,33,@BBCBreaking @BBCWorld 2-3 means are controlling the whole police haha,true
524952883343925249,524952883343925249_10,1,11,2,33,“ @BBCBreaking : gunfire inside Canada's parliament in Ottawa $URL$ $URL$ ” @hughieb79 Tim Martin ? ?,true
524952883343925249,524952883343925249_11,1,12,2,33,@BBCBreaking @TheMattB81 this is crazy ...,true
524952883343925249,524952883343925249_12,1,13,2,33,8  8  “ @BBCBreaking : Watch video showing gunfire inside Canada's parliament in Ottawa $URL$ $URL$ ”,true
524959809402331137,524959809402331137,None,1,2,31,senior u . s . official : canadian government has informed u . s . that one shooter is dead in ottawa . live blog : URL,true
524959809402331137,524959809402331137_1,1,2,2,31,@cnnbrk PLEASE help us spread the word for our fundraiser to kickstart our company $URL$ #ROC #SmallBusiness #the585,true
524959809402331137,524959809402331137_2,1,3,2,31,@cnnbrk War Memorial Soldier pronounced dead just now .,true
524959809402331137,524959809402331137_3,1,4,2,31,"@cnnbrk @TheCurrentCBC : Police - more than 1 suspect , downtown remains in lockdown . LA $URL$ $URL$",true
524959809402331137,524959809402331137_4,1,5,2,31,@cnnbrk انت مثقف ؟ حاصل على دكتوراه ؟ تعال هنا طيب - @Question_arab,true
524959809402331137,524959809402331137_5,1,6,2,31,@cnnbrk من جد وربي هالحساب مدري كيف الناس تجاوب عليه @Question_arab,true
524959809402331137,524959809402331137_6,1,7,2,31,@cnnbrk ههه شوفوآ علا الفارس مين متابعه ؟ @Question_arab,true
524959809402331137,524959809402331137_7,1,8,2,31,@cnnbrk So sad . This is not right .  n  n #PrayForOttawa  n #Ottawa  n #ottawashooting  n #CanadaShooting,true
524959809402331137,524959809402331137_8,1,9,2,31,“ @cnnbrk : Senior U . S . official : Canadian government has informed U . S . that one shooter is dead in Ottawa . Live blog : $URL$,true
524959809402331137,524959809402331137_9,1,10,2,31,"@cnnbrk looks like Canada caught a case of the United States ,   2B",true
524959809402331137,524959809402331137_10,1,11,2,31,@cnnbrk Replies 2 this English post really need to be in English . Especially when the world is assuming this is yet another act of terror .,true
524959809402331137,524959809402331137_11,1,12,2,31,@cnnbrk Police searching and firing on Parliament Hill $URL$,true
524959809402331137,524959809402331137_12,1,13,2,31,@cnnbrk US official - whatever . Take your source from the Canadian government what has your channel become,true
524962142563610625,524962142563610625,None,1,2,26,#breaking rick hughes at cbc hamilton : the soldier who was shot in ottawa wednesday morning is a reservist serving in hamilton,true
524962142563610625,524962142563610625_1,1,2,2,26,@cbcsaltzman @CBCNews heartbreaking .,true
524962142563610625,524962142563610625_2,1,3,2,26,"@cbcsaltzman @mog7546 Well , what can you say ? Spare a though for ALL who serve as reservists-they defend everyone's right to debate FREELY !",true
524962142563610625,524962142563610625_3,1,4,2,26,“ @cbcsaltzman : #BREAKING  n  nThe soldier who was shot in Ottawa Wednesday morning is a reservist serving in Hamilton ” @tidridge,true
524962142563610625,524962142563610625_4,1,5,2,26,@cbcsaltzman @CBCNews He's an argyll is the name of the unit,true
524965775036387329,524965775036387329,None,1,2,24,"hero . @affanchowdhry : kevin vickers , head of security in parliament , being credited for taking down shooter #ottawa URL """,true
524965775036387329,524965775036387329_1,1,2,2,24,@LindaFrum @LeBlancJpl @affanchowdhry good for Vickers,true
524965775036387329,524965775036387329_2,1,3,2,24,@LindaFrum @affanchowdhry absolutely !,true
524965775036387329,524965775036387329_3,1,4,2,24,@LindaFrum @affanchowdhry ..  nThis was an attack on all Canadians whatever stripe  nObviously these despicable acts are from cowardly cretins .,true
524966904885428226,524966904885428226,None,1,2,27,breaking update : canadian soldier injured at parliament hill shooting dies URL #ottawa,true
524966904885428226,524966904885428226_1,1,2,2,27,@TheKirkness Radio Canada tweeting same . must be true :-(,true
524966904885428226,524966904885428226_2,1,3,2,27,@RT_com @Incidentpost @OttFire @opffa @IAFFCanada @IAFFNewsDesk Sad day as soldier shot at War Memorial reportedly succumbs to injuries .,true
524966904885428226,524966904885428226_3,1,4,2,27,@RT_com yes parliament attached at 10 am eastern time,true
524966904885428226,524966904885428226_4,1,5,2,27,"@RT_com The  "" five eyes  "" and western Europe  "" invite  "" this misery , still , the perpetrators are despicable .",true
524969201102901248,524969201102901248,None,1,2,28,mps credit sergeant-at-arms for saving lives in parliament hill shootings URL URL,true
524969201102901248,524969201102901248_1,1,2,2,28,"Incredible day for S-A-A . Between a lot of bland days .  "" @CP24 : MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings .",true
524969201102901248,524969201102901248_2,1,3,2,28,#HERO - “ @CP24 : MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings  nhttp :/ / $URL$ $URL$ ”,true
524969201102901248,524969201102901248_3,1,4,2,28,"#BAMF #hero  "" @CP24 : MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings  nhttp :/ / $URL$ $URL$ ”",true
524969201102901248,524969201102901248_4,1,5,2,28,@CP24 thank God for that hero,true
524969201102901248,524969201102901248_5,1,6,2,28,@CP24 Thanks Sergeant !,true
524969201102901248,524969201102901248_6,1,7,2,28,@CP24 I Guess that mace isnt for show,true
524969201102901248,524969201102901248_7,1,8,2,28,""" MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings GREAT JOB ! !  nhttp :/ / $URL$ $URL$ ” @CP24",true
524969201102901248,524969201102901248_8,1,9,2,28,@CP24 need more men like this,true
524969201102901248,524969201102901248_9,1,10,2,28,@CP24 he is a good man . He has worked to keep the place open .,true
524969201102901248,524969201102901248_10,1,11,2,28,@CP24 that gaze alone will make most people wet their pants #donoteffwithourguys,true
524969201102901248,524969201102901248_11,1,12,2,28,“ @CP24 : MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings  nhttp :/ / $URL$ $URL$ ”,true
524969201102901248,524969201102901248_12,1,13,2,28,@CP24 Canada is telling the World that we are up to the task of defending !,true
524975705206304769,524975705206304769,None,1,2,28,#nhl cancels tonight's game between #ottawa and #toronto due to today's shootings . senators were to host maple leafs .,true
524975705206304769,524975705206304769_1,1,2,2,28,"@CBCAlerts game postponed , not cancelled .",true
524975705206304769,524975705206304769_2,1,3,2,28,“ @CBCAlerts : #NHL cancels tonight's game between #Ottawa and #Toronto due to today's shootings . Senators were to host Maple Leafs . ”,true
524975705206304769,524975705206304769_3,1,4,2,28,“ @CBCAlerts : #NHL cancels tonight's game between #Ottawa and #Toronto due to today's shootings . Senators were to host Maple Leafs . ”,true
524975705206304769,524975705206304769_4,1,5,2,28,"@CBCAlerts As it should be , having a #hockey game on the same day as a #shooting is just asking for trouble .",true
524975705206304769,524975705206304769_5,1,6,2,28,@CBCAlerts #NHL #Ottawa #Toronto that makes no sense,true
524975705206304769,524975705206304769_6,1,7,2,28,@CBCAlerts as they should ! ! !,true
524975705206304769,524975705206304769_7,1,8,2,28,"You know it's serious when they cancel hockey  "" @CBCAlerts : #NHL cancels tonight's game between Ottawa and Toronto due to today's shootings .  """,true
524975705206304769,524975705206304769_8,1,9,2,28,@CBCAlerts this was the right thing to do,true
524975705206304769,524975705206304769_9,1,10,2,28,@CBCAlerts Now i's confirmed as a National Emergency . #HockeyNightInCanada,true
524980744658382848,524980744658382848,None,1,2,26,"#rcmp to hold news conference on #ottawa shootings at 2 pm et , 11 am pt . watch live coverage @ URL",true
524980744658382848,524980744658382848_1,1,2,2,26,@CBCAlerts @CBCNews,true
524980744658382848,524980744658382848_2,1,3,2,26,@CBCAlerts  nHas car-jacking by suspects been confirmed ? Questionable .,true
524980744658382848,524980744658382848_3,1,4,2,26,@CBCAlerts @CBC let's hope the medias don't gratified these people by publicizing their names all over .. which is exactly what they want . !,true
524980744658382848,524980744658382848_4,1,5,2,26,@CBCAlerts @CBC is it over or are they still looking for the gunmen ?,true
524995771587108864,524995771587108864,None,1,2,24,this afternoon we've lowered our flags to half mast in honour of the canadian reservist who lost his life in ottawa . URL,true
524995771587108864,524995771587108864_1,1,2,2,24,@MikeSavageHFX @paigemacp How about giving them bullets before they are shot instead of honours after,true
524995771587108864,524995771587108864_2,1,3,2,24,@MikeSavageHFX @HfxRegPolice @hfxgov Please take a minute to hug your loved ones today . God's speed to the family and first responders .,true
525019752507658240,525019752507658240,None,1,3,25,"#isis media account posts picture claiming to be michael zehaf-bibeau , dead #ottawashooting suspect . #canada URL",true
